Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Deferred Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
98457160.0,98457160.0,27626849000.0,28978466000.0,9854127000.0,43570774000.0,5200325000.0,9854127000.0,997190000.0,15589498000.0,31491142000.0,15589498000.0,15589498000.0,15097212000.0,492286000.0,492286000.0,42355612000.0,20318067000.0,2298192000.0,1008726000.0,16798392000.0,896748000.0,15901644000.0,212757000.0,22037545000.0,314266000.0,12180074000.0,100442000.0,12079632000.0,154593000.0,8751470000.0,336424000.0,8415046000.0,57945110000.0,30707240000.0,359770000.0,,172012000.0,234474000.0,234474000.0,5735371000.0,426761000.0,5308610000.0,24054211000.0,24054211000.0,322106000.0,23732105000.0,27237870000.0,2573077000.0,855560000.0,9796423000.0,7843000.0,9016571000.0,4988396000.0,4633969000.0,354427000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
98457160.0,98457160.0,26881100000.0,28154800000.0,9206100000.0,42102200000.0,3875400000.0,9206100000.0,1044800000.0,14992200000.0,30895600000.0,14992200000.0,14992200000.0,14499900000.0,492300000.0,492300000.0,40638200000.0,20380800000.0,2392700000.0,949900000.0,16848400000.0,945000000.0,15903400000.0,189800000.0,20257400000.0,319400000.0,11306400000.0,99800000.0,11206600000.0,127800000.0,7871000000.0,165300000.0,7705700000.0,55630400000.0,31497600000.0,458800000.0,,171300000.0,234900000.0,234900000.0,5786100000.0,509200000.0,5276900000.0,24689500000.0,24689500000.0,291300000.0,24398200000.0,24132800000.0,2275800000.0,853800000.0,9601000000.0,6000000.0,7658600000.0,3737600000.0,3508700000.0,228900000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
98457160.0,98457160.0,26362000000.0,28060300000.0,8670800000.0,41439700000.0,1493400000.0,8670800000.0,1110800000.0,14490200000.0,29260000000.0,14490200000.0,14490200000.0,13997900000.0,492300000.0,492300000.0,40851700000.0,19225900000.0,2478900000.0,816300000.0,15752800000.0,983000000.0,14769800000.0,177900000.0,21625800000.0,310700000.0,12307500000.0,127800000.0,12179700000.0,107200000.0,8146700000.0,1600000.0,8145100000.0,55341900000.0,32222700000.0,536400000.0,151400000.0,167200000.0,223100000.0,223100000.0,5819400000.0,580700000.0,5238700000.0,25319600000.0,25319600000.0,298800000.0,25020800000.0,23119200000.0,3455100000.0,843400000.0,8848500000.0,8500000.0,6700200000.0,3263500000.0,2676000000.0,587500000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
