Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Tradeand Other Payables Non Current
105395378.0,105395378.0,,688470000.0,8968700000.0,9420370000.0,5743380000.0,8968700000.0,257470000.0,8989370000.0,9296110000.0,8987380000.0,-1990000.0,8989370000.0,8462390000.0,,,526980000.0,526980000.0,2090960000.0,681790000.0,1950000.0,,,78890000.0,509430000.0,202690000.0,306740000.0,86860000.0,1409170000.0,117640000.0,179040000.0,54780000.0,124260000.0,,100740000.0,665280000.0,,8870000.0,656410000.0,11078340000.0,3925790000.0,298010000.0,,148020000.0,148020000.0,20670000.0,17070000.0,3600000.0,3454160000.0,,3454160000.0,201720000.0,3252440000.0,,,,,7152550000.0,356330000.0,,,,2264600000.0,,,,480000.0,2148840000.0,,,2382300000.0,1862370000.0,519930000.0,,,2024-03-31,
105395378.0,105395378.0,1264700000.0,1551020000.0,4640300000.0,5930190000.0,2668950000.0,4640300000.0,284360000.0,4663530000.0,5379380000.0,4665980000.0,2450000.0,4663530000.0,10000.0,4234630000.0,0.0,466940000.0,466940000.0,2984420000.0,1119190000.0,1880000.0,74710000.0,2430000.0,85590000.0,954580000.0,238730000.0,715850000.0,,1865230000.0,134000000.0,596440000.0,45630000.0,550810000.0,95070000.0,,1038190000.0,292820000.0,61880000.0,683490000.0,7650400000.0,3116220000.0,20000.0,63830000.0,650000.0,650000.0,23230000.0,19630000.0,3600000.0,2977160000.0,-1432070000.0,4409230000.0,298240000.0,1406440000.0,2006580000.0,459140000.0,238830000.0,0.0,4534180000.0,11220000.0,790000.0,0.0,262640000.0,2283230000.0,528050000.0,844880000.0,910300000.0,19140000.0,1955200000.0,-12060000.0,1967260000.0,1960000.0,,1960000.0,120000.0,1840000.0,2023-06-30,
105395378.0,105395378.0,1148010000.0,1234250000.0,4325930000.0,5505420000.0,2266340000.0,4325930000.0,78340000.0,4349510000.0,4767520000.0,4352290000.0,2780000.0,4349510000.0,10000.0,3912920000.0,0.0,466940000.0,466940000.0,2489540000.0,649600000.0,2610000.0,63010000.0,2600000.0,95650000.0,485730000.0,67720000.0,418010000.0,,1839940000.0,108560000.0,748520000.0,10620000.0,737900000.0,77150000.0,,902340000.0,201560000.0,65120000.0,635660000.0,6841830000.0,2735540000.0,-10000.0,30220000.0,650000.0,650000.0,23580000.0,19980000.0,3600000.0,2633830000.0,-1349160000.0,3982990000.0,158140000.0,1153010000.0,1973870000.0,459140000.0,238830000.0,0.0,4106280000.0,3000000.0,0.0,0.0,233310000.0,2137610000.0,475280000.0,693560000.0,968770000.0,17700000.0,1706710000.0,-12260000.0,1718970000.0,7950000.0,50000.0,7900000.0,0.0,7900000.0,2023-03-31,
