Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
148509384.0,148509384.0,,8381140000.0,16918870000.0,31685290000.0,9537590000.0,16918870000.0,4685780000.0,27989930000.0,28007510000.0,29646020000.0,1656090000.0,27989930000.0,26504830000.0,1485100000.0,1485100000.0,32904410000.0,6637770000.0,,3276180000.0,3258600000.0,17580000.0,3361590000.0,26266640000.0,5689920000.0,,5104960000.0,1427180000.0,3677780000.0,334040000.0,1380570000.0,204990000.0,1175580000.0,62550430000.0,26746200000.0,589530000.0,1504010000.0,2247170000.0,2247170000.0,0.0,11071060000.0,1032430000.0,10038630000.0,6207100000.0,6207100000.0,26070000.0,6181030000.0,35804230000.0,1663320000.0,80080000.0,71280000.0,12341650000.0,15388290000.0,6259610000.0,1058360000.0,5201250000.0,2024-03-31
148419914.0,148419914.0,,9612230000.0,15527920000.0,31759580000.0,9093570000.0,15527920000.0,4886260000.0,27033610000.0,27082830000.0,28641390000.0,1607780000.0,27033610000.0,25549410000.0,1484200000.0,1484200000.0,35296310000.0,6865650000.0,,3544370000.0,3495150000.0,49220000.0,3321280000.0,28430660000.0,5127390000.0,630150000.0,6067860000.0,1391110000.0,4676750000.0,153330000.0,1323570000.0,630150000.0,1323570000.0,63937700000.0,26413470000.0,462780000.0,1259980000.0,1740380000.0,1740380000.0,10500000.0,11505690000.0,1098330000.0,10407360000.0,6474510000.0,6474510000.0,2030000.0,6472480000.0,37524230000.0,1791970000.0,,311190000.0,13625210000.0,15500980000.0,6294880000.0,1527340000.0,4767540000.0,2023-09-30
148229488.0,148229488.0,935070000.0,10113340000.0,14006200000.0,30998320000.0,7436010000.0,14006200000.0,4802530000.0,25687510000.0,25782230000.0,27308020000.0,1620510000.0,25687510000.0,24205220000.0,1482290000.0,1482290000.0,33879690000.0,6217420000.0,0.0,3474020000.0,3379300000.0,94720000.0,2743400000.0,27662270000.0,5692420000.0,693230000.0,6639320000.0,1423230000.0,5216090000.0,336840000.0,1249380000.0,693230000.0,1249380000.0,61187710000.0,26089430000.0,355640000.0,1064110000.0,1615530000.0,1615530000.0,10860000.0,11681310000.0,1253850000.0,10427460000.0,6457460000.0,6457460000.0,1020000.0,6456440000.0,35098280000.0,1551510000.0,,281570000.0,12069430000.0,14853270000.0,6342500000.0,1966760000.0,4375740000.0,2023-03-31
