Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans
257433.0,129126687.0,129384120.0,2463860000.0,298026990000.0,302648740000.0,28405400000.0,298026990000.0,2438030000.0,302622910000.0,302635620000.0,316284930000.0,13662020000.0,302622910000.0,301331640000.0,,,1291270000.0,1291270000.0,44623230000.0,29666850000.0,28250000.0,,,,27462060000.0,2163800000.0,2151090000.0,12710000.0,12740000.0,14956380000.0,12472690000.0,,300060000.0,286940000.0,13120000.0,1241270000.0,905400000.0,,16390000.0,889010000.0,360908160000.0,317546380000.0,16650000.0,,14120000.0,,275333160000.0,,275333160000.0,,31659540000.0,343550000.0,4595920000.0,896140000.0,3699780000.0,3156690000.0,,3156690000.0,0.0,3156690000.0,,,,,43361780000.0,660590000.0,232650000.0,,,10000000.0,,106450000.0,,,42352090000.0,39033130000.0,3318960000.0,,,2024-03-31,
104403.0,129079717.0,129184120.0,2742420000.0,191304760000.0,197406790000.0,28706270000.0,191304760000.0,2468010000.0,197132380000.0,197151570000.0,210605740000.0,13473360000.0,197132380000.0,195841580000.0,,,1290800000.0,1290800000.0,30186300000.0,17556610000.0,30070000.0,,,,15320950000.0,2182350000.0,2163160000.0,19190000.0,23240000.0,12629690000.0,10262020000.0,,560070000.0,304850000.0,255220000.0,767510000.0,994050000.0,,19140000.0,974910000.0,240792040000.0,199456080000.0,28400000.0,,4140000.0,,164876530000.0,,164876530000.0,,22968250000.0,319460000.0,5827620000.0,1047840000.0,4779780000.0,3302270000.0,,3302270000.0,0.0,3302270000.0,,,,,41335960000.0,371060000.0,232650000.0,,,23510000.0,,133530000.0,,,40575210000.0,37380950000.0,3194260000.0,,,2023-09-30,
171813.0,129012307.0,129184120.0,1076490000.0,128000180000.0,134004430000.0,23416930000.0,128000180000.0,1052300000.0,133980240000.0,133994220000.0,144258750000.0,10278510000.0,133980240000.0,1642110000.0,138327300000.0,26555890000.0,1290120000.0,1290120000.0,22344240000.0,8854860000.0,15260000.0,0.0,1340000.0,18980000.0,8004330000.0,798870000.0,784890000.0,13980000.0,16080000.0,13489380000.0,46030000.0,12010000.0,277620000.0,267410000.0,10210000.0,972180000.0,1708050000.0,61820000.0,700310000.0,945920000.0,166602990000.0,129696680000.0,-700000.0,109550000.0,18990000.0,15903590000.0,82618340000.0,72000000.0,82093750000.0,452590000.0,20727490000.0,263000000.0,5980060000.0,1200280000.0,4779780000.0,1807230000.0,-2044160000.0,3851390000.0,42010000.0,1764520000.0,1558000000.0,2115510000.0,135870000.0,0.0,36906310000.0,489490000.0,232650000.0,1310000.0,60670000.0,1227880000.0,37060000.0,126190000.0,-121770000.0,247960000.0,35220550000.0,31607600000.0,3612950000.0,2005500000.0,1607450000.0,2023-03-31,
