Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.236198,628138000.0,440913000.0,51710000.0,2244000000.0,628138000.0,576428000.0,6580000.0,-833000.0,440913000.0,440913000.0,2013691000.0,,,,,440913000.0,440913000.0,0.0,440913000.0,440913000.0,440913000.0,136348000.0,577261000.0,-148459000.0,6580000.0,-833000.0,496104000.0,-230309000.0,-1212146000.0,51710000.0,46706000.0,265795000.0,2244000000.0,2509795000.0,2509795000.0,2024-03-31,
0.0,0.239437,714300000.0,486000000.0,52400000.0,1284400000.0,714300000.0,661900000.0,-22900000.0,22900000.0,486000000.0,486000000.0,2289800000.0,91011236.0,90841121.0,5.34,5.35,486000000.0,486000000.0,0.0,486000000.0,486000000.0,486000000.0,153000000.0,639000000.0,47300000.0,-22900000.0,22900000.0,614600000.0,1005400000.0,675700000.0,52400000.0,52400000.0,1620000000.0,1284400000.0,2904400000.0,2904400000.0,2023-12-31,
0.0,0.269611,425450000.0,285940000.0,34670000.0,2214740000.0,425450000.0,390780000.0,-280000.0,-710000.0,285940000.0,285940000.0,1696010000.0,,,,,285940000.0,285940000.0,0.0,285940000.0,285940000.0,285940000.0,105550000.0,391490000.0,-106380000.0,-280000.0,-710000.0,383740000.0,-518730000.0,-1211580000.0,34670000.0,32770000.0,-134990000.0,2214740000.0,2079750000.0,2079750000.0,2023-03-31,
0.0,0.244383,580700000.0,406900000.0,36400000.0,1105300000.0,580700000.0,544300000.0,-5800000.0,5800000.0,406900000.0,406900000.0,1952300000.0,90763500.0,90763500.0,4.48308,4.48308,406900000.0,406900000.0,0.0,406900000.0,406900000.0,406900000.0,131600000.0,538500000.0,58600000.0,-5800000.0,5800000.0,485700000.0,847000000.0,621100000.0,36400000.0,36400000.0,1332700000.0,1105300000.0,2438000000.0,2438000000.0,2022-12-31,
0.0,0.225083,755723000.0,526370000.0,56057000.0,1317018000.0,755723000.0,699666000.0,-20406000.0,20406000.0,526370000.0,526370000.0,2318118000.0,91067474.0,90753448.0,5.78,5.8,526370000.0,526370000.0,0.0,526370000.0,526370000.0,526370000.0,152890000.0,679260000.0,53688000.0,-20406000.0,20406000.0,645978000.0,1001100000.0,683515000.0,56057000.0,56057000.0,1647078000.0,1317018000.0,2964096000.0,2964096000.0,2024-06-30 00:00:00,0.0
0.0,0.234811,651382000.0,462475000.0,40846000.0,1663891000.0,651382000.0,610536000.0,6254000.0,6156000.0,462475000.0,462475000.0,1897328000.0,,,,,462475000.0,462475000.0,0.0,462475000.0,462465000.0,462465000.0,141915000.0,604380000.0,-71317000.0,6254000.0,6156000.0,548303000.0,233437000.0,-337915000.0,40846000.0,39286000.0,781740000.0,1663891000.0,2445631000.0,2445631000.0,2023-09-30 00:00:00,0.0
0.0,0.246184,800018000.0,570895000.0,36394000.0,1541089000.0,800018000.0,763624000.0,-6284000.0,6284000.0,570895000.0,570895000.0,2405992000.0,90763500.0,90763500.0,6.289918,6.289918,570895000.0,570895000.0,0.0,570895000.0,570895000.0,570895000.0,186445000.0,757340000.0,84717000.0,-6284000.0,6284000.0,678907000.0,864903000.0,605835000.0,36394000.0,36394000.0,1543810000.0,1541089000.0,3084899000.0,3084899000.0,2023-06-30 00:00:00,0.0
