Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Assets Held For Sale Current
110982543.0,110982543.0,754388000.0,850288000.0,8986405000.0,10118093000.0,1033007000.0,8986405000.0,9650000.0,9277455000.0,9381410000.0,9277455000.0,9277455000.0,8167630000.0,,,1109825000.0,1109825000.0,6432640000.0,1283095000.0,,896821000.0,109861000.0,5906000.0,103955000.0,276413000.0,5149545000.0,1731294000.0,740427000.0,3744000.0,736683000.0,,83650000.0,2109511000.0,,,66296000.0,2043215000.0,15710095000.0,9527543000.0,395824000.0,,92236000.0,92236000.0,291050000.0,268803000.0,22247000.0,8746337000.0,,8746337000.0,304198000.0,8442139000.0,,,,,6182552000.0,142758000.0,,,2626210000.0,,,,,2715000.0,881688000.0,,,2529181000.0,2442931000.0,86250000.0,,2024-03-31,
110769512.0,110769512.0,619151000.0,729256000.0,8646025000.0,9657242000.0,695736000.0,8646025000.0,24840000.0,8952826000.0,9051346000.0,8952826000.0,8952826000.0,7845131000.0,,,1107695000.0,1107695000.0,4693551000.0,1069666000.0,,765477000.0,110017000.0,11497000.0,98520000.0,194172000.0,3623885000.0,1706714000.0,619239000.0,13343000.0,605896000.0,,99947000.0,630020000.0,,,13686000.0,616334000.0,13646377000.0,9326756000.0,519069000.0,,40892000.0,40892000.0,306801000.0,284554000.0,22247000.0,8457197000.0,,8457197000.0,511137000.0,7946060000.0,,,,,4319621000.0,142375000.0,,,1753987000.0,,,,,2797000.0,987151000.0,,,1433311000.0,1348046000.0,85265000.0,,2023-09-30,
56719902.0,56719902.0,548228000.0,659477000.0,8492216000.0,9449977000.0,-249624000.0,8492216000.0,31193000.0,8821693000.0,8875883000.0,8821693000.0,8821693000.0,576641000.0,5355921000.0,1301431000.0,567199000.0,567199000.0,4753154000.0,996965000.0,191102000.0,733718000.0,72145000.0,17955000.0,54190000.0,191102000.0,3756189000.0,15455000.0,587332000.0,13238000.0,574094000.0,101761000.0,101761000.0,1954595000.0,875622000.0,4130000.0,,1074843000.0,13574847000.0,10068282000.0,427390000.0,463091000.0,249596000.0,249596000.0,329477000.0,307230000.0,22247000.0,8490899000.0,-6799850000.0,15290749000.0,963528000.0,7987149000.0,8856977000.0,1617206000.0,3853038000.0,0.0,3506565000.0,131487000.0,584490000.0,131487000.0,1803169000.0,49479000.0,211560000.0,511405000.0,1030725000.0,18354000.0,782805000.0,-3419000.0,786224000.0,186260000.0,106204000.0,80056000.0,80056000.0,2023-03-31,
