Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
31392416.0,31392416.0,824476000.0,1152168000.0,16136399000.0,17406672000.0,5833630000.0,16136399000.0,157304000.0,16411808000.0,16596889000.0,16437100000.0,25292000.0,16411808000.0,16097884000.0,,,313924000.0,313924000.0,5929518000.0,646176000.0,194846000.0,298079000.0,112998000.0,185081000.0,153251000.0,5283342000.0,298045000.0,854089000.0,44306000.0,809783000.0,,5033000.0,2587155000.0,,,5778000.0,2581377000.0,22366618000.0,11249646000.0,207358000.0,,4845740000.0,4845740000.0,4918000.0,275409000.0,14494000.0,260915000.0,5916221000.0,,5916221000.0,470088000.0,5446133000.0,,,,,11116972000.0,333425000.0,0.0,,,3891434000.0,,,,,,20662000.0,3004916000.0,,,3866535000.0,3696147000.0,170388000.0,,,2024-03-31
31392416.0,31392416.0,638697000.0,799401000.0,14519627000.0,15415738000.0,7354460000.0,14519627000.0,86638000.0,14702975000.0,14871717000.0,14727628000.0,24653000.0,14702975000.0,14389051000.0,,,313924000.0,313924000.0,5995124000.0,553232000.0,163127000.0,255380000.0,86638000.0,168742000.0,134725000.0,5441892000.0,271325000.0,544021000.0,,544021000.0,,2686000.0,2588577000.0,,,72399000.0,2516178000.0,20722752000.0,7926400000.0,148440000.0,,2382080000.0,2382080000.0,5009000.0,183348000.0,13052000.0,170296000.0,5207523000.0,,5207523000.0,718882000.0,4488641000.0,,,,,12796352000.0,368213000.0,0.0,,,3889640000.0,,,,,,0.0,2900613000.0,,,5637886000.0,5563820000.0,74066000.0,,,2023-09-30
31392416.0,31392416.0,797800000.0,1042427000.0,13468022000.0,14588090000.0,6168078000.0,13468022000.0,107641000.0,13653304000.0,13821708000.0,13677032000.0,23728000.0,13653304000.0,13339379000.0,1315669000.0,153099000.0,313924000.0,313924000.0,5053500000.0,593574000.0,168353000.0,276045000.0,107641000.0,168404000.0,149176000.0,4459926000.0,144525000.0,766382000.0,,766382000.0,4045000.0,4045000.0,2146313000.0,28748000.0,10059000.0,10309000.0,2097197000.0,18730532000.0,8102528000.0,2000.0,262154000.0,2620361000.0,2620361000.0,5090000.0,185282000.0,13429000.0,171853000.0,4997997000.0,-4497114000.0,9495111000.0,316686000.0,717384000.0,5978819000.0,1596037000.0,886185000.0,0.0,10628004000.0,233505000.0,81437000.0,3338759000.0,203028000.0,4000567000.0,44846000.0,1338293000.0,1243401000.0,1374027000.0,143762000.0,0.0,2723465000.0,-34209000.0,2757674000.0,136986000.0,3452044000.0,136986000.0,0.0,136986000.0,2023-03-31
