Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Assets Held For Sale Current,Current Deferred Assets,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14091896.0,14091896.0,1804000.0,4608440000.0,4610246000.0,-709090000.0,4608440000.0,4608442000.0,4608442000.0,4608543000.0,101000.0,4608442000.0,4467264000.0,,,141178000.0,141178000.0,878535000.0,0.0,0.0,,,878535000.0,750000.0,1804000.0,1804000.0,2851000.0,,,2851000.0,5487078000.0,5317633000.0,22757000.0,,86441000.0,86441000.0,,5131623000.0,5131623000.0,26666000.0,2000.0,2000.0,1019000.0,,,,,169445000.0,64000.0,3506000.0,,,0.0,,,2101000.0,163774000.0,155997000.0,7777000.0,,,2024-03-31
14091896.0,14091896.0,1271000.0,1171591000.0,1172865000.0,-735768000.0,1171591000.0,1171594000.0,1171594000.0,1171695000.0,101000.0,1171594000.0,1030416000.0,,,141178000.0,141178000.0,942946000.0,0.0,0.0,,,942946000.0,484000.0,1271000.0,1271000.0,2436000.0,,,2436000.0,2114641000.0,1907463000.0,13738000.0,,61603000.0,61603000.0,,1755151000.0,1755151000.0,26750000.0,3000.0,3000.0,1104000.0,,,,,207178000.0,,3506000.0,,,0.0,,,1543000.0,202129000.0,169358000.0,32771000.0,,,2023-09-30
14091896.0,14091896.0,774000.0,1129492000.0,1130270000.0,-817333000.0,1129492000.0,1129496000.0,1130270000.0,1129597000.0,101000.0,1129496000.0,1067049000.0,-184740000.0,117449000.0,141178000.0,141178000.0,960672000.0,774000.0,0.0,774000.0,774000.0,959898000.0,131082000.0,,,6171000.0,3242000.0,160000.0,2769000.0,2090269000.0,1947704000.0,-6858000.0,21410000.0,110701000.0,58790000.0,51911000.0,1745179000.0,1745179000.0,27330000.0,4000.0,4000.0,1183000.0,-55526000.0,56709000.0,320000.0,56389000.0,142565000.0,152000.0,3506000.0,89000.0,1351000.0,0.0,1067000.0,521000.0,1347000.0,134684000.0,102186000.0,32498000.0,25945000.0,6553000.0,2023-03-31
