Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Tradeand Other Payables Non Current,Financial Assets Designatedas Fair Value Through Profitor Loss Total
55407180.0,55407180.0,1847900000.0,2405300000.0,3606300000.0,6018300000.0,1110900000.0,3606300000.0,3613000000.0,3613000000.0,3613000000.0,3613000000.0,3502200000.0,,,110800000.0,110800000.0,5142400000.0,774200000.0,582500000.0,,,0.0,0.0,163200000.0,4368200000.0,832700000.0,2405300000.0,2405300000.0,,30100000.0,734700000.0,,,734700000.0,8755400000.0,3276300000.0,226400000.0,,0.0,39600000.0,39600000.0,15300000.0,6700000.0,,2710800000.0,,2710800000.0,8600000.0,2702200000.0,,,,,5479100000.0,533900000.0,,,1388400000.0,,,,,,14500000.0,1530500000.0,,,2011800000.0,1454400000.0,557400000.0,,2024-03-31,,,
45963224.0,45963224.0,2706200000.0,2735900000.0,2421800000.0,5163600000.0,300700000.0,2421800000.0,2427700000.0,2826600000.0,2427700000.0,2427700000.0,2335800000.0,,,91900000.0,91900000.0,5753000000.0,1231000000.0,655800000.0,,,398900000.0,398900000.0,147800000.0,4522000000.0,958800000.0,2337000000.0,2337000000.0,,30200000.0,795200000.0,,,795200000.0,8180700000.0,3358000000.0,239900000.0,,0.0,38200000.0,38200000.0,18700000.0,5900000.0,,2772100000.0,,2772100000.0,10200000.0,2761900000.0,,,,,4822700000.0,360600000.0,,,1399400000.0,,,,,,0.0,1770900000.0,,,1291800000.0,1262100000.0,29700000.0,,2023-09-30,,,
45963224.0,45963224.0,2910900000.0,2928700000.0,2599800000.0,5535200000.0,515100000.0,2599800000.0,2606500000.0,3105800000.0,2606500000.0,2606500000.0,170700000.0,818400000.0,962700000.0,91900000.0,91900000.0,5674800000.0,1300100000.0,21600000.0,144500000.0,605800000.0,499300000.0,499300000.0,,4374700000.0,93900000.0,2429400000.0,2429400000.0,33700000.0,,804700000.0,700000.0,0.0,804000000.0,8281300000.0,3391400000.0,194500000.0,223600000.0,0.0,700000.0,700000.0,18800000.0,6700000.0,6700000.0,2843000000.0,-1761600000.0,4604600000.0,16400000.0,2826600000.0,1992500000.0,1536300000.0,1059400000.0,0.0,4889800000.0,401100000.0,482600000.0,401100000.0,1317100000.0,60100000.0,130900000.0,649200000.0,476900000.0,760200000.0,18700000.0,1854000000.0,-209800000.0,2063800000.0,56100000.0,38300000.0,17800000.0,17800000.0,2023-03-31,,,
