Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
62701495.0,62701495.0,,1081600000.0,5476000000.0,6119100000.0,130000000.0,5476000000.0,440000000.0,5477500000.0,5765300000.0,5477500000.0,5477500000.0,5352100000.0,,,125400000.0,125400000.0,2698000000.0,1323100000.0,,32200000.0,,586900000.0,684900000.0,397100000.0,287800000.0,1374900000.0,120700000.0,29500000.0,396700000.0,42900000.0,353800000.0,700000.0,736600000.0,,,736600000.0,8175500000.0,6670600000.0,268900000.0,0.0,1193500000.0,1193500000.0,,,1500000.0,,5206700000.0,,5206700000.0,786900000.0,4419800000.0,,,,,1504900000.0,384800000.0,,,72100000.0,,,,,191000000.0,,,857000000.0,126100000.0,730900000.0,,,2024-03-31
62701495.0,62701495.0,430505000.0,1272973000.0,4855994000.0,5690756000.0,-66625000.0,4855994000.0,439926000.0,4857709000.0,5357771000.0,4857709000.0,4857709000.0,4732306000.0,,,125403000.0,125403000.0,2888208000.0,1545878000.0,-1000.0,44442000.0,,585356000.0,897027000.0,396965000.0,500062000.0,1342330000.0,163429000.0,32029000.0,375946000.0,42961000.0,332985000.0,0.0,701277000.0,,,701277000.0,7745917000.0,6470212000.0,314155000.0,0.0,1075772000.0,1075772000.0,,,1715000.0,,5078570000.0,,5078570000.0,598655000.0,4479915000.0,,,,,1275705000.0,378744000.0,,,75686000.0,,,,,286849000.0,,,534426000.0,131884000.0,402542000.0,,,2023-09-30
62701495.0,62701495.0,600785000.0,1408528000.0,4610253000.0,5581886000.0,2931000.0,4610253000.0,439843000.0,4613201000.0,5290468000.0,4613201000.0,4613201000.0,4487797000.0,3117668000.0,313200000.0,125403000.0,125403000.0,2962328000.0,1720275000.0,,39574000.0,19054000.0,587495000.0,1074152000.0,396885000.0,677267000.0,1242053000.0,2000.0,,334376000.0,42958000.0,291418000.0,40316000.0,600335000.0,53733000.0,1508000.0,545094000.0,7575529000.0,6330545000.0,331127000.0,159499000.0,180000.0,180000.0,973569000.0,973569000.0,2948000.0,2948000.0,4975890000.0,-1257232000.0,6233122000.0,431211000.0,286466000.0,1369756000.0,3135926000.0,1009763000.0,0.0,1244984000.0,400666000.0,14080000.0,79716000.0,79461000.0,50928000.0,28533000.0,447174000.0,25951000.0,230702000.0,-34010000.0,264712000.0,367900000.0,152174000.0,367900000.0,160100000.0,207800000.0,2023-03-31
