Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
290767.230169,0.111834,-233300000.0,2600000.0,2600000.0,-204900000.0,0.0,,-230700000.0,-230700000.0,0.0,0.0,,-207209232.769831,-204900000.0,3700000.0,,,,,-204900000.0,-204900000.0,0.0,-204900000.0,0.0,-204900000.0,0.0,-204900000.0,-25800000.0,-230700000.0,3000000.0,0.0,,0.0,0.0,,1700000.0,3700000.0,2100000.0,0.0,0.0,,,5400000.0,5400000.0,2024-03-31
325581.395349,0.162791,15300000.0,2000000.0,2000000.0,14400000.0,100000.0,,17300000.0,17200000.0,0.0,0.0,,12725581.395349,14400000.0,3600000.0,102857143.0,102857143.0,0.14,0.14,14400000.0,14400000.0,0.0,14400000.0,0.0,14400000.0,0.0,14400000.0,2800000.0,17200000.0,700000.0,0.0,,0.0,0.0,,1800000.0,3600000.0,2200000.0,100000.0,100000.0,,,5400000.0,5400000.0,2023-12-31
282458.100559,0.117691,266200000.0,2400000.0,2400000.0,236900000.0,100000.0,,268600000.0,268500000.0,0.0,0.0,,234782458.100559,236900000.0,3400000.0,110186047.0,110186047.0,2.15,2.15,236900000.0,236900000.0,0.0,236900000.0,0.0,236900000.0,0.0,236900000.0,31600000.0,268500000.0,800000.0,0.0,,0.0,0.0,,2400000.0,3400000.0,1500000.0,100000.0,100000.0,,,5800000.0,5800000.0,2023-09-30
257894.736842,0.107456,-139200000.0,2400000.0,2400000.0,-122100000.0,,,-136800000.0,-136800000.0,0.0,0.0,,-124242105.263158,-122100000.0,3800000.0,110000000.0,110000000.0,-1.11,-1.11,-122100000.0,-122100000.0,0.0,-122100000.0,0.0,-122100000.0,0.0,-122100000.0,-14700000.0,-136800000.0,,0.0,,0.0,0.0,,2200000.0,3800000.0,3100000.0,,,,,6000000.0,6000000.0,2023-06-30
900176615.666145,0.03637,-3082813000.0,24750836000.0,24750836000.0,22830883000.0,-2314405000.0,,21668023000.0,21668023000.0,2024496000.0,-2024493000.0,3000.0,-1019776384.333855,22593973000.0,-12302692000.0,,,,,22593973000.0,22593973000.0,0.0,22593973000.0,53000.0,22593920000.0,,22830830000.0,861686000.0,23692516000.0,-188200000.0,24746471000.0,-24746471000.0,2024496000.0,-2024493000.0,3000.0,-2339908000.0,-7476292000.0,-4374293000.0,-2314405000.0,-2314405000.0,,,-14642600000.0,-14642600000.0,2023-03-31
,,,,,,786600000.0,1660400000.0,,,,,0.0,,,,109850000.0,109850000.0,-3.68,-3.68,,,,,,,-404200000.0,,,,700000.0,,243800000.0,,,0.0,,,,786600000.0,786600000.0,3458000000.0,1660400000.0,,,2022-12-31
278150.134048,0.11126,-200000.0,2500000.0,2500000.0,-265200000.0,,,2300000.0,2300000.0,,,,-267421849.865952,-265200000.0,3300000.0,110041494.0,110041494.0,-2.41,-2.41,-265200000.0,-265200000.0,0.0,-265200000.0,0.0,-265200000.0,,-265200000.0,-33200000.0,-298400000.0,800000.0,,,,,,2300000.0,3300000.0,1400000.0,,,,,5600000.0,5600000.0,2024-06-30 00:00:00
