Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
355601640.0,355601640.0,36457100000.0,37289000000.0,-43615000000.0,-6326000000.0,-43956700000.0,-43615000000.0,-43615000000.0,-43615000000.0,-43615000000.0,0.0,-43615000000.0,-47171000000.0,,3556000000.0,3556000000.0,50166300000.0,377400000.0,8600000.0,364500000.0,,4300000.0,49788900000.0,5883400000.0,37289000000.0,37289000000.0,227100000.0,41700000.0,975000000.0,,89500000.0,885500000.0,6551300000.0,719100000.0,37700000.0,,208200000.0,208200000.0,,,,17900000.0,,425700000.0,,425700000.0,41300000.0,384400000.0,,,,,5832200000.0,478100000.0,,980700000.0,,,,,,,167200000.0,1769200000.0,,,2437000000.0,1605100000.0,831900000.0,,,2023-09-30
355601640.0,355601640.0,36314063000.0,37269409000.0,-43031357000.0,-5761948000.0,-43399736000.0,-43031357000.0,-43031357000.0,-43031357000.0,-43031357000.0,0.0,-43031357000.0,-46587400000.0,-47769635000.0,3556016000.0,3556016000.0,49992774000.0,399822000.0,9071000.0,386483000.0,0.0,4268000.0,49592952000.0,4379259000.0,37269409000.0,37269409000.0,267731000.0,38277000.0,5602832000.0,4693695000.0,89466000.0,819671000.0,6961417000.0,768201000.0,37600000.0,222668000.0,0.0,220100000.0,1877000.0,1877000.0,0.0,18816000.0,0.0,462080000.0,-4235098000.0,4697178000.0,41250000.0,230443000.0,4020141000.0,377680000.0,27664000.0,0.0,6193216000.0,460000000.0,18317000.0,1178037000.0,-150731000.0,132038000.0,354977000.0,442711000.0,399042000.0,477197000.0,157714000.0,1857742000.0,-1785450000.0,3643192000.0,2504209000.0,1548863000.0,955346000.0,767139000.0,188207000.0,2023-03-31
355601640.0,355601640.0,9968800000.0,10293800000.0,-17520300000.0,-7226500000.0,-17718700000.0,-17520300000.0,-17520300000.0,-17520300000.0,-17520300000.0,0.0,-17520300000.0,-21076300000.0,,3556000000.0,3556000000.0,23556300000.0,350700000.0,7000000.0,343700000.0,,0.0,23205600000.0,5970900000.0,10293800000.0,10293800000.0,259700000.0,37000000.0,961100000.0,,7700000.0,953400000.0,6036000000.0,549100000.0,38400000.0,,44700000.0,44700000.0,,,,16900000.0,,419500000.0,,419500000.0,33100000.0,386400000.0,,,,,5486900000.0,397300000.0,,1160200000.0,,,,,,,74800000.0,1339000000.0,,,2515600000.0,2190600000.0,325000000.0,,,2024-03-31 00:00:00
