Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
222172990.0,222172990.0,6776607000.0,7710382000.0,22099671000.0,29300448000.0,2003003000.0,22099671000.0,526799000.0,22116865000.0,23686781000.0,22065953000.0,-50912000.0,22116865000.0,21894338000.0,,,222527000.0,222527000.0,13459740000.0,2613265000.0,4168000.0,,,402260000.0,2093860000.0,523944000.0,1569916000.0,112977000.0,10846475000.0,360312000.0,,5616522000.0,2855000.0,5613667000.0,,93347000.0,2869954000.0,,,8814000.0,2861140000.0,35525693000.0,22676215000.0,608654000.0,,4210000.0,262892000.0,262892000.0,,61252000.0,17194000.0,4346000.0,12848000.0,21722013000.0,,21722013000.0,2666338000.0,19055675000.0,,,,,12849478000.0,1140267000.0,77631000.0,,,6455975000.0,,,,25000000.0,61652000.0,4167905000.0,,,921048000.0,514072000.0,406976000.0,,,2024-03-31
222172990.0,222172990.0,4617923000.0,4834507000.0,20718246000.0,25455462000.0,708662000.0,20718246000.0,114301000.0,20735256000.0,20751902000.0,20700475000.0,-34781000.0,20735256000.0,20512729000.0,,,222527000.0,222527000.0,11844337000.0,518165000.0,5679000.0,,,289215000.0,109659000.0,93013000.0,16646000.0,113612000.0,11326172000.0,301347000.0,,4724848000.0,21288000.0,4703560000.0,,90269000.0,2825913000.0,,,120677000.0,2705236000.0,32544812000.0,20509978000.0,2816911000.0,,3989000.0,217071000.0,217071000.0,,61016000.0,17010000.0,4161000.0,12849000.0,17393981000.0,,17393981000.0,6552462000.0,10841519000.0,,,,,12034834000.0,1044057000.0,,,,6145085000.0,,,,25000000.0,0.0,3995533000.0,,,825159000.0,722876000.0,102283000.0,,,2023-09-30
222172990.0,222172990.0,2992797000.0,3267464000.0,19125866000.0,22277317000.0,5376308000.0,19125866000.0,133346000.0,19143199000.0,19161851000.0,19106187000.0,-37012000.0,19143199000.0,18920672000.0,18241785000.0,194277000.0,222527000.0,222527000.0,8056429000.0,488159000.0,8635000.0,69736000.0,8635000.0,279069000.0,130719000.0,112067000.0,18652000.0,69736000.0,7568270000.0,312399000.0,2591000.0,3136745000.0,21279000.0,3115466000.0,649239000.0,84959000.0,3431385000.0,538434000.0,1878000.0,142510000.0,2748563000.0,27162616000.0,14218038000.0,1041608000.0,134583000.0,2214000.0,1325000.0,124132000.0,1325000.0,61016000.0,17333000.0,4484000.0,12849000.0,14001567000.0,-5031860000.0,19033427000.0,3391961000.0,524168000.0,9619612000.0,3336395000.0,2161291000.0,0.0,12944578000.0,570601000.0,,180350000.0,647415000.0,5289734000.0,1663421000.0,487297000.0,3139016000.0,288225000.0,33724000.0,3903358000.0,-106160000.0,4009518000.0,2601772000.0,2460451000.0,141321000.0,0.0,141321000.0,2023-03-31
