Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,10752239.0,10752239.0,412965000.0,614938000.0,2132687000.0,2816666000.0,505816000.0,2132687000.0,2201728000.0,2326728000.0,2214879000.0,13151000.0,2201728000.0,2094206000.0,,,107522000.0,107522000.0,2204409000.0,363199000.0,,139065000.0,125000000.0,125000000.0,98369000.0,1841210000.0,996471000.0,,489938000.0,489938000.0,,15388000.0,206335000.0,,,50548000.0,155787000.0,4419288000.0,2072262000.0,37561000.0,,,,0.0,802000.0,69041000.0,,1964572000.0,,1964572000.0,30937000.0,1933635000.0,,,,,2347026000.0,449352000.0,0.0,,,878701000.0,,,,,,,726533000.0,,,292440000.0,90467000.0,201973000.0,,,2024-03-31
,10752239.0,10752239.0,430821000.0,561445000.0,2047525000.0,2685792000.0,406176000.0,2047525000.0,2124347000.0,2264547000.0,2137095000.0,12748000.0,2124347000.0,2016825000.0,,,107522000.0,107522000.0,2266879000.0,342208000.0,,120163000.0,140200000.0,140200000.0,80980000.0,1924671000.0,1029766000.0,,421245000.0,421245000.0,,13433000.0,249174000.0,,,43085000.0,206089000.0,4403974000.0,2073127000.0,50340000.0,,,,,802000.0,76822000.0,,1934264000.0,,1934264000.0,11797000.0,1922467000.0,,,,,2330847000.0,179813000.0,18594000.0,,,788098000.0,,,,,,,1109570000.0,,,234772000.0,104148000.0,130624000.0,,,2023-09-30
,10752239.0,10752239.0,825605000.0,829346000.0,1876546000.0,2776608000.0,172080000.0,1876546000.0,1947262000.0,1970155000.0,1959803000.0,12541000.0,1947262000.0,1842992000.0,929606000.0,772408000.0,107522000.0,107522000.0,1600169000.0,180091000.0,70120000.0,86213000.0,22893000.0,22893000.0,70120000.0,1420078000.0,324600000.0,885000.0,806453000.0,806453000.0,13433000.0,13433000.0,279677000.0,114095000.0,1596000.0,5984000.0,158002000.0,3559972000.0,1967814000.0,45314000.0,48181000.0,52100000.0,52100000.0,0.0,802000.0,70716000.0,70716000.0,1841177000.0,-567380000.0,2408557000.0,18150000.0,44877000.0,928627000.0,740679000.0,676224000.0,0.0,1592158000.0,168846000.0,18594000.0,59059000.0,158876000.0,797401000.0,177000.0,110081000.0,325155000.0,361988000.0,10617000.0,0.0,536664000.0,-58905000.0,595569000.0,10947000.0,7206000.0,3741000.0,2597000.0,1144000.0,2023-03-31
