Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.367037,28600000.0,0.0,0.0,-187800000.0,149200000.0,180400000.0,28600000.0,-120600000.0,-176100000.0,176100000.0,-187800000.0,-187800000.0,1113600000.0,,,,,-187800000.0,-187800000.0,0.0,-187800000.0,-187800000.0,-187800000.0,-108900000.0,-296700000.0,74600000.0,0.0,,-176100000.0,176100000.0,-195200000.0,933200000.0,566300000.0,149200000.0,149200000.0,178700000.0,178700000.0,738000000.0,180400000.0,918400000.0,918400000.0,2024-03-31
0.0,0.306837,50200000.0,0.0,0.0,-211900000.0,155900000.0,102700000.0,50200000.0,-105700000.0,-200000000.0,200000000.0,-211900000.0,-211900000.0,1089300000.0,92130435.0,92130435.0,-2.3,-2.3,-211900000.0,-211900000.0,0.0,-211900000.0,-211900000.0,-211900000.0,-93800000.0,-305700000.0,4400000.0,0.0,,-200000000.0,200000000.0,-110100000.0,986600000.0,648300000.0,155900000.0,155900000.0,148200000.0,148200000.0,876500000.0,102700000.0,979200000.0,979200000.0,2023-12-31
44370000.0,0.3,80000000.0,147900000.0,147900000.0,-9800000.0,130300000.0,-120900000.0,227900000.0,97600000.0,-187900000.0,187900000.0,-113330000.0,-9800000.0,704300000.0,89090909.0,89090909.0,-0.11,-0.11,-9800000.0,-9800000.0,0.0,-9800000.0,-9800000.0,-9800000.0,-80500000.0,-90300000.0,2500000.0,147900000.0,-147900000.0,-187900000.0,187900000.0,-52800000.0,825200000.0,571400000.0,130300000.0,130300000.0,92100000.0,92100000.0,772400000.0,-120900000.0,651500000.0,651500000.0,2023-09-30
0.0,0.344498,-106100000.0,0.0,0.0,-246600000.0,128700000.0,70200000.0,-106100000.0,-234800000.0,-141400000.0,141400000.0,-246600000.0,-246600000.0,370400000.0,92014925.0,92014925.0,-2.68,-2.68,-246600000.0,-246600000.0,0.0,-246600000.0,-246600000.0,-246600000.0,-129600000.0,-376200000.0,3600000.0,0.0,,-141400000.0,141400000.0,-238400000.0,300200000.0,114700000.0,128700000.0,128700000.0,28800000.0,28800000.0,61800000.0,70200000.0,132000000.0,132000000.0,2023-06-30
2906752500.0,0.3,-111054000.0,9689175000.0,9689175000.0,11220043000.0,118021000.0,4864000.0,9578121000.0,9460100000.0,1101014000.0,-1100752000.0,4437620500.0,11220043000.0,225661000.0,,,,,11220043000.0,11220043000.0,0.0,11220043000.0,11220043000.0,11220043000.0,-659191000.0,10560852000.0,-3676000.0,9689175000.0,,1101014000.0,-1100752000.0,-225661000.0,220797000.0,-10540000.0,118021000.0,118021000.0,,310000.0,-4864000.0,4864000.0,0.0,0.0,2023-03-31
,,,,,,,,,,,,,,,14676024.0,14676024.0,-1.96,-1.96,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.346175,-8200000.0,0.0,0.0,-235900000.0,172200000.0,200000.0,-8200000.0,-180400000.0,-180400000.0,180400000.0,-235900000.0,-235900000.0,859900000.0,92148438.0,92148438.0,-2.56,-2.56,-235900000.0,-235900000.0,0.0,-235900000.0,-235900000.0,-235900000.0,-124900000.0,-360800000.0,45600000.0,0.0,,-180400000.0,180400000.0,-226000000.0,859700000.0,510700000.0,172200000.0,172200000.0,136600000.0,136600000.0,633700000.0,200000.0,633900000.0,633900000.0,2024-06-30 00:00:00
