Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Non Current Deferred Revenue,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Taxes Receivable,Other Short Term Investments,Cash Financial
10138160.0,10138160.0,216183000.0,363948000.0,308227000.0,672175000.0,488011000.0,308227000.0,308227000.0,554637000.0,308227000.0,308227000.0,101382000.0,101382000.0,489957000.0,248567000.0,601000.0,1556000.0,246410000.0,246410000.0,241390000.0,18577000.0,117538000.0,117538000.0,2296000.0,102979000.0,102979000.0,798184000.0,68784000.0,50561000.0,0.0,18223000.0,18223000.0,18223000.0,729401000.0,24432000.0,129434000.0,210319000.0,217451000.0,147765000.0,147765000.0,2023-09-30,,,,,,,,,,,,,,,,,,
10138160.0,10138160.0,287843000.0,302105000.0,348619000.0,650724000.0,502694000.0,348619000.0,348619000.0,594804000.0,348619000.0,348619000.0,101382000.0,101382000.0,441338000.0,247746000.0,,1561000.0,246185000.0,246185000.0,193592000.0,35107000.0,55920000.0,55920000.0,,97302000.0,96422000.0,789957000.0,93671000.0,,,14579000.0,44324000.0,,696286000.0,-2000.0,101020000.0,3104000.0,150373000.0,92068000.0,14262000.0,2024-03-31 00:00:00,246237000.0,,2205000.0,3058000.0,880000.0,23887000.0,55205000.0,55205000.0,-29745000.0,29635000.0,14689000.0,0.0,34324000.0,315399000.0,101020000.0,0.0,77806000.0,14262000.0
10138160.0,10138160.0,312291000.0,312982000.0,301445000.0,614427000.0,443262000.0,301445000.0,301445000.0,514052000.0,301445000.0,301445000.0,101382000.0,101382000.0,546543000.0,214719000.0,,1511000.0,212607000.0,212607000.0,331824000.0,-1000.0,100375000.0,100375000.0,,231450000.0,231450000.0,847988000.0,72902000.0,,,19288000.0,49482000.0,,775086000.0,,157919000.0,273944000.0,301063000.0,691000.0,691000.0,2023-03-31 00:00:00,199063000.0,601000.0,0.0,,,,34740000.0,34740000.0,-30194000.0,29543000.0,19939000.0,0.0,28741000.0,,157919000.0,12728000.0,,691000.0
