Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Payable,Construction In Progress,Other Inventories
276480000.0,276480000.0,972700000.0,974100000.0,525800000.0,1499900000.0,285200000.0,525800000.0,525800000.0,616900000.0,525800000.0,525800000.0,,,276500000.0,276500000.0,1256700000.0,107700000.0,2700000.0,13900000.0,91100000.0,91100000.0,1149000000.0,14300000.0,883000000.0,883000000.0,251700000.0,0.0,251700000.0,1782500000.0,348300000.0,,4700000.0,4700000.0,0.0,343600000.0,,,,,,,1434200000.0,96600000.0,,827400000.0,,,,9400000.0,494600000.0,,,6200000.0,4800000.0,1400000.0,,2023-09-30,,,
276480000.0,276480000.0,716100000.0,719400000.0,414300000.0,1133700000.0,172600000.0,414300000.0,414300000.0,505500000.0,414300000.0,414300000.0,137800000.0,0.0,276500000.0,276500000.0,984500000.0,111700000.0,3000000.0,17500000.0,91200000.0,91200000.0,872800000.0,,628200000.0,628200000.0,243400000.0,11600000.0,231800000.0,1398800000.0,353400000.0,4700000.0,,,0.0,348700000.0,-29300000.0,378000000.0,177500000.0,33300000.0,167200000.0,0.0,1045400000.0,,89700000.0,618200000.0,108200000.0,1000000.0,509000000.0,,329500000.0,0.0,329500000.0,8000000.0,4700000.0,3300000.0,3300000.0,2023-03-31,,,
276480000.0,276480000.0,1003400000.0,1004200000.0,567100000.0,1571300000.0,289400000.0,567100000.0,567100000.0,629200000.0,567100000.0,567100000.0,290600000.0,0.0,276500000.0,276500000.0,1075800000.0,80500000.0,3400000.0,15000000.0,62100000.0,62100000.0,995300000.0,,942100000.0,942100000.0,50900000.0,0.0,48300000.0,1642900000.0,358200000.0,4200000.0,,,0.0,351400000.0,-39900000.0,391300000.0,179000000.0,33300000.0,167200000.0,0.0,1284700000.0,,62700000.0,970300000.0,37400000.0,56600000.0,876200000.0,,246000000.0,0.0,246000000.0,5700000.0,4900000.0,800000.0,800000.0,2024-03-31 00:00:00,2600000.0,11800000.0,100000.0
