Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
31776576.0,31776576.0,133222000.0,143271000.0,527269000.0,670540000.0,489368000.0,527269000.0,527269000.0,529474000.0,525907000.0,-1362000.0,527269000.0,,,317766000.0,317766000.0,53012000.0,5069000.0,,2864000.0,2205000.0,2205000.0,47943000.0,-14358000.0,,141066000.0,141066000.0,646000.0,-79411000.0,,,-79411000.0,578919000.0,41608000.0,,,0.0,,,0.0,0.0,35733000.0,,35733000.0,19997000.0,15736000.0,,,,0.0,537311000.0,11569000.0,,,57647000.0,,404000.0,,440559000.0,,,27132000.0,17083000.0,10049000.0,10049000.0,2023-12-31
31776576.0,31776576.0,138200000.0,140404000.0,489943000.0,630347000.0,457918000.0,489943000.0,489943000.0,492450000.0,488805000.0,-1138000.0,489943000.0,,,317766000.0,317766000.0,30954000.0,5370000.0,-1000.0,2864000.0,2507000.0,2507000.0,25584000.0,-16208000.0,,137897000.0,137897000.0,805000.0,-96910000.0,,,-96910000.0,519759000.0,36257000.0,,,0.0,,,0.0,0.0,36257000.0,,36257000.0,19997000.0,16260000.0,,,,0.0,483502000.0,11141000.0,,,46166000.0,,7937000.0,,399774000.0,,,18484000.0,16280000.0,2204000.0,2204000.0,2023-09-30
31776576.0,31776576.0,118063000.0,123766000.0,510905000.0,634671000.0,483270000.0,510905000.0,510905000.0,514037000.0,510201000.0,-704000.0,510905000.0,105069000.0,80537000.0,317766000.0,317766000.0,215526000.0,6037000.0,-1000.0,2906000.0,3132000.0,3132000.0,209489000.0,-15559000.0,5781000.0,120634000.0,120634000.0,696000.0,82378000.0,3100000.0,202000.0,79076000.0,725727000.0,32970000.0,547000.0,5610000.0,0.0,0.0,0.0,0.0,0.0,26813000.0,-15461000.0,42274000.0,19741000.0,7070000.0,15888000.0,6645000.0,0.0,0.0,692759000.0,1000.0,96498000.0,2580000.0,115334000.0,115334000.0,31861000.0,0.0,440782000.0,0.0,440782000.0,5703000.0,97675000.0,5703000.0,5703000.0,2023-03-31
23918381.0,23918381.0,162921000.0,169966000.0,244461000.0,414427000.0,216666000.0,244461000.0,244461000.0,245665000.0,243815000.0,-646000.0,244461000.0,,,105922000.0,105922000.0,211200000.0,3944000.0,1000.0,2739000.0,1204000.0,1204000.0,207256000.0,-13266000.0,,168762000.0,168762000.0,1199000.0,50561000.0,,,50561000.0,455015000.0,31093000.0,,,0.0,,,0.0,0.0,27336000.0,,27336000.0,19680000.0,7656000.0,,,,0.0,423922000.0,3009000.0,,,81793000.0,,31052000.0,,286517000.0,,,21551000.0,14506000.0,7045000.0,7045000.0,2022-12-31
31776576.0,31776576.0,112025000.0,141685000.0,525751000.0,667436000.0,487601000.0,525751000.0,525751000.0,533123000.0,524312000.0,-1439000.0,525751000.0,,,317766000.0,317766000.0,264347000.0,10474000.0,-1000.0,3103000.0,7372000.0,7372000.0,253873000.0,41705000.0,,134313000.0,134313000.0,805000.0,77050000.0,,,77050000.0,788659000.0,47184000.0,2470000.0,,0.0,,,0.0,0.0,43515000.0,,43515000.0,19997000.0,23518000.0,,,,0.0,741474000.0,137460000.0,,,77055000.0,,156659000.0,,340640000.0,,,29660000.0,,29660000.0,29660000.0,2024-03-31 00:00:00
