Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1453107.0,231295207.0,232748314.0,6601300000.0,8896000000.0,15604700000.0,24555200000.0,471400000.0,15604700000.0,1481900000.0,17141100000.0,18095200000.0,20566200000.0,3425100000.0,17141100000.0,16678500000.0,,,462600000.0,462600000.0,20514000000.0,2530300000.0,61300000.0,,,,15600000.0,67000000.0,2299300000.0,1345200000.0,954100000.0,7300000.0,17983700000.0,501300000.0,6596700000.0,136700000.0,6460000000.0,,229500000.0,3034000000.0,,,,3034000000.0,41080200000.0,22625100000.0,101300000.0,,,1607800000.0,,8918000000.0,8918000000.0,,0.0,0.0,,3569400000.0,1536400000.0,1482300000.0,54100000.0,4636200000.0,,4636200000.0,183400000.0,4452800000.0,,,,,18455100000.0,1735600000.0,,,,,1759800000.0,,,,,,3816500000.0,,,11143200000.0,10330400000.0,812800000.0,,,2024-03-31
,232748314.0,232748314.0,7843500000.0,10053500000.0,15337600000.0,25811400000.0,-1032800000.0,15337600000.0,1533900000.0,17291800000.0,18565400000.0,20760100000.0,3468300000.0,17291800000.0,16829300000.0,,,462500000.0,462500000.0,21346700000.0,2839300000.0,67200000.0,,,,24000000.0,71600000.0,2666300000.0,1392700000.0,1273600000.0,10200000.0,18507400000.0,488000000.0,7387200000.0,141200000.0,7246000000.0,,166000000.0,3028900000.0,,,,3028900000.0,42106800000.0,24632200000.0,131900000.0,,,1372300000.0,,10312800000.0,10312800000.0,,41300000.0,41300000.0,,3747900000.0,1954200000.0,1900100000.0,54100000.0,5378600000.0,,5378600000.0,425600000.0,4953000000.0,,,,,17474600000.0,1685000000.0,,,,,1765000000.0,,,,,,3689300000.0,,,10335300000.0,9659200000.0,676100000.0,,,2023-09-30
,232748314.0,232748314.0,6405700000.0,8659800000.0,15593000000.0,25067800000.0,-3228600000.0,15593000000.0,1587100000.0,17995100000.0,18719800000.0,21543900000.0,3548800000.0,17995100000.0,7700000.0,11532900000.0,5198000000.0,462500000.0,462500000.0,19989000000.0,2413000000.0,,0.0,13000000.0,0.0,107200000.0,164400000.0,2128400000.0,1403700000.0,724700000.0,,17576000000.0,,6531400000.0,183400000.0,6348000000.0,159200000.0,,4036700000.0,941100000.0,600000.0,0.0,3095000000.0,41532900000.0,27185500000.0,,479200000.0,0.0,1210400000.0,0.0,11837400000.0,1046600000.0,10790800000.0,39200000.0,36600000.0,2600000.0,3859800000.0,2402100000.0,2348000000.0,54100000.0,5495800000.0,-4353800000.0,9849600000.0,370000000.0,,5823300000.0,3194900000.0,461400000.0,0.0,14347400000.0,,12900000.0,4000000.0,409800000.0,1490600000.0,1567600000.0,3700000.0,800000.0,600000.0,1562500000.0,130800000.0,3551400000.0,-962600000.0,4514000000.0,7153800000.0,6486800000.0,667000000.0,218100000.0,448900000.0,2023-03-31
