Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
21310206.184205,0.229636,32534300000.0,92800000.0,92800000.0,21407200000.0,43996500000.0,32627100000.0,32627100000.0,-2343500000.0,2343500000.0,21335710206.184204,21407200000.0,64620600000.0,,,,,21407200000.0,21407200000.0,0.0,21407200000.0,-1922200000.0,23329400000.0,0.0,23329400000.0,6954200000.0,30283600000.0,2093100000.0,92800000.0,-2343500000.0,2343500000.0,26849500000.0,20624100000.0,14666400000.0,47473600000.0,43996500000.0,91470100000.0,91470100000.0,2024-03-31
-2903472.198835,0.20163,35038900000.0,-14400000.0,-14400000.0,23471200000.0,49068900000.0,35024500000.0,35024500000.0,-2362200000.0,2362200000.0,23482696527.801167,23471200000.0,67471300000.0,1084120092.0,1084120092.0,21.65,21.65,23471200000.0,23471200000.0,0.0,23471200000.0,-2605400000.0,26076600000.0,0.0,26076600000.0,6585700000.0,32662300000.0,5804900000.0,-14400000.0,-2362200000.0,2362200000.0,28671600000.0,18402400000.0,13403600000.0,47074000000.0,49068900000.0,96142900000.0,96142900000.0,2023-12-31
-2260294255.406303,0.095498,33537300000.0,-23668400000.0,-23668400000.0,4206600000.0,27399300000.0,9868900000.0,9868900000.0,-2789200000.0,2789200000.0,25614705744.593697,4206600000.0,44723600000.0,1086976744.0,1086976744.0,3.87,3.87,4206600000.0,4206600000.0,0.0,4206600000.0,-2197000000.0,6403600000.0,0.0,6403600000.0,676100000.0,7079700000.0,3836400000.0,-23668400000.0,-2789200000.0,2789200000.0,30241500000.0,17324300000.0,11464600000.0,47565800000.0,27399300000.0,74965100000.0,74965100000.0,2023-09-30
-15795815.22771,0.24079,20640900000.0,-65600000.0,-65600000.0,14266000000.0,32990700000.0,20575300000.0,20575300000.0,-2141800000.0,2141800000.0,14315804184.77229,14266000000.0,44092800000.0,1084042553.0,1084042553.0,13.16,13.16,14266000000.0,14266000000.0,0.0,14266000000.0,271100000.0,13994900000.0,0.0,13994900000.0,4438600000.0,18433500000.0,1694200000.0,-65600000.0,-2141800000.0,2141800000.0,17989400000.0,11102100000.0,5546200000.0,29091500000.0,32990700000.0,62082200000.0,62082200000.0,2023-06-30
0.0,0.313746,28951800000.0,,,17428300000.0,6499500000.0,28951800000.0,28951800000.0,3283900000.0,103300000.0,17428300000.0,17428300000.0,24197100000.0,,,,,17428300000.0,17428300000.0,0.0,17428300000.0,-2369100000.0,19797400000.0,0.0,19797400000.0,9051100000.0,28848500000.0,-4284200000.0,,3283900000.0,103300000.0,45469200000.0,17697600000.0,15553100000.0,63166800000.0,6499500000.0,69666300000.0,69666300000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,1084200285.0,1084200285.0,21.07,21.07,,,,,,,,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.253629,29432000000.0,0.0,0.0,18857800000.0,38515500000.0,29432000000.0,29432000000.0,-2417300000.0,2417300000.0,18857800000.0,18857800000.0,55317100000.0,1626607791.0,1626607791.0,7.726667,7.726667,18857800000.0,18857800000.0,0.0,18857800000.0,-1305200000.0,20163000000.0,0.0,20163000000.0,6851700000.0,27014700000.0,2308900000.0,0.0,-2417300000.0,2417300000.0,25885000000.0,16801600000.0,11289500000.0,42686600000.0,38515500000.0,81202100000.0,81202100000.0,2024-06-30 00:00:00
