Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Reconciled Depreciation,Depreciation And Amortization In Income Statement,Depreciation Income Statement
0.0,0.130279,1290101000.0,,,325601000.0,7207159000.0,1290101000.0,1290101000.0,-819236000.0,819236000.0,325601000.0,325601000.0,7990285000.0,,,,,325601000.0,325601000.0,0.0,325601000.0,-83920000.0,409521000.0,409521000.0,61344000.0,470865000.0,337771000.0,,-819236000.0,819236000.0,762398000.0,783126000.0,783126000.0,1545524000.0,7207159000.0,8752683000.0,8752683000.0,2024-03-31,,,
0.0,0.390784,1296307000.0,0.0,0.0,136644000.0,6827622000.0,1296307000.0,1296307000.0,-794012000.0,794012000.0,136644000.0,136644000.0,7187458000.0,25684962.0,25684962.0,5.32,5.32,136644000.0,136644000.0,0.0,136644000.0,-169362000.0,306006000.0,306006000.0,196289000.0,502295000.0,55172000.0,0.0,-794012000.0,794012000.0,1240592000.0,359836000.0,359836000.0,1600428000.0,6827622000.0,8428050000.0,8428050000.0,2023-12-31,,,
0.0,0.3,1237008000.0,0.0,0.0,41176000.0,7396371000.0,1237008000.0,1237008000.0,-793682000.0,793682000.0,41176000.0,41176000.0,7808068000.0,25735000.0,25735000.0,1.6,1.6,41176000.0,41176000.0,0.0,41176000.0,-208992000.0,250168000.0,250168000.0,193158000.0,443326000.0,71232000.0,0.0,-793682000.0,793682000.0,1165760000.0,411697000.0,411697000.0,1577457000.0,7396371000.0,8973828000.0,8973828000.0,2023-09-30,,,
0.0,0.3,846948000.0,0.0,0.0,-149338000.0,5475176000.0,846948000.0,846948000.0,-767916000.0,767916000.0,-149338000.0,-149338000.0,5897263000.0,25703614.0,25703614.0,-5.81,-5.81,-149338000.0,-149338000.0,0.0,-149338000.0,-91876000.0,-57462000.0,-57462000.0,136494000.0,79032000.0,62746000.0,0.0,-767916000.0,767916000.0,783726000.0,422087000.0,422087000.0,1205813000.0,5475176000.0,6680989000.0,6680989000.0,2023-06-30,,,
-8774700.0,0.3,620520000.0,-29249000.0,-29249000.0,-200772000.0,5583288000.0,591271000.0,591271000.0,-759377000.0,617238000.0,-180297700.0,-200772000.0,5405746000.0,,,,,-200772000.0,-200772000.0,0.0,-200772000.0,-105956000.0,-94816000.0,-94816000.0,68849000.0,-25967000.0,-49790000.0,-29249000.0,-759377000.0,617238000.0,829234000.0,-177542000.0,-583640000.0,651692000.0,5583288000.0,6234980000.0,6234980000.0,2023-03-31,,,
,,,0.0,0.0,,,,,,,,,,25698864.0,25698864.0,-13.2,-13.2,,,,,,,,,,,0.0,,,,,,,,,,2022-12-31,,,
0.0,0.3,1468405000.0,0.0,0.0,96402000.0,4482249000.0,1468405000.0,1270579000.0,-846034000.0,846034000.0,96402000.0,96402000.0,5429753000.0,25707200.0,25707200.0,3.75,3.75,96402000.0,96402000.0,0.0,96402000.0,-134791000.0,231193000.0,231193000.0,193352000.0,424545000.0,85331000.0,0.0,-846034000.0,846034000.0,1184933000.0,947504000.0,362926000.0,2132437000.0,4482249000.0,6614686000.0,6614686000.0,2024-06-30 00:00:00,197826000.0,197826000.0,197826000.0
