Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
34807844.0,34807844.0,32000000.0,12795000000.0,13019000000.0,7496000000.0,12795000000.0,32000000.0,13019000000.0,13019000000.0,13019000000.0,13019000000.0,12671000000.0,,,348000000.0,348000000.0,7638000000.0,473000000.0,15000000.0,21000000.0,21000000.0,437000000.0,7165000000.0,2259000000.0,11000000.0,11000000.0,537000000.0,3433000000.0,,,,3433000000.0,20657000000.0,5996000000.0,344000000.0,,0.0,837000000.0,837000000.0,,,,224000000.0,224000000.0,4290000000.0,,4290000000.0,310000000.0,3980000000.0,,,,,14661000000.0,430000000.0,,,,6426000000.0,,,,,28000000.0,4917000000.0,2860000000.0,1665000000.0,1195000000.0,,,2023-12-31,
34807844.0,34807844.0,27000000.0,11748000000.0,11940000000.0,6927000000.0,11748000000.0,27000000.0,11940000000.0,11940000000.0,11940000000.0,11940000000.0,11592000000.0,,,348000000.0,348000000.0,7746000000.0,481000000.0,7000000.0,18000000.0,18000000.0,456000000.0,7265000000.0,2116000000.0,9000000.0,9000000.0,420000000.0,4045000000.0,,,82000000.0,3963000000.0,19686000000.0,5494000000.0,248000000.0,,0.0,798000000.0,798000000.0,,,,192000000.0,192000000.0,3897000000.0,,3897000000.0,434000000.0,3463000000.0,,,,,14192000000.0,516000000.0,,,,6712000000.0,,,,,29000000.0,4380000000.0,2555000000.0,1744000000.0,811000000.0,,,2023-06-30,
34807844.0,34807844.0,28820000.0,11414110000.0,11431160000.0,6386650000.0,11414110000.0,28820000.0,11431160000.0,11431160000.0,11431160000.0,11431160000.0,11083000000.0,9993660000.0,3300000.0,348080000.0,348080000.0,6816960000.0,465490000.0,12880000.0,19510000.0,19510000.0,433100000.0,6351470000.0,1963000000.0,9310000.0,9310000.0,502940000.0,3514450000.0,364830000.0,6950000.0,0.0,3142670000.0,18248120000.0,5510000000.0,570000000.0,615990000.0,0.0,788000000.0,788000000.0,741610000.0,0.0,741610000.0,17050000.0,17050000.0,3735150000.0,-4612600000.0,8347750000.0,251430000.0,3484000000.0,5478680000.0,2349540000.0,268100000.0,0.0,12738120000.0,284460000.0,0.0,1169540000.0,66890000.0,5610890000.0,6490000.0,1060580000.0,2797470000.0,1746350000.0,129280000.0,4036530000.0,1440530000.0,1264670000.0,175860000.0,40000000.0,135860000.0,2022-12-31,
174039220.0,174039220.0,27000000.0,13293000000.0,13510000000.0,7832000000.0,13293000000.0,27000000.0,13510000000.0,13510000000.0,13510000000.0,13510000000.0,13162000000.0,,,348000000.0,348000000.0,8815000000.0,502000000.0,15000000.0,16000000.0,16000000.0,471000000.0,8313000000.0,2865000000.0,11000000.0,11000000.0,463000000.0,3729000000.0,,,101000000.0,3628000000.0,22325000000.0,6180000000.0,392000000.0,,0.0,880000000.0,880000000.0,,,,217000000.0,217000000.0,4392000000.0,,4392000000.0,371000000.0,4021000000.0,,,,,16145000000.0,620000000.0,,,,6583000000.0,,,,,33000000.0,5038000000.0,3871000000.0,2771000000.0,1100000000.0,,,2024-06-30 00:00:00,
