Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
282358860.0,282358860.0,1980020000.0,1999649000.0,5166705000.0,7167189000.0,3826250000.0,5166705000.0,17663000.0,5185203000.0,5280796000.0,5192194000.0,6991000.0,5185203000.0,4902844000.0,282359000.0,282359000.0,4370213000.0,453025000.0,,336754000.0,106112000.0,10519000.0,95593000.0,10159000.0,3917188000.0,133208000.0,1893537000.0,7144000.0,1886393000.0,3265000.0,1742021000.0,84661000.0,1657360000.0,9562407000.0,1818969000.0,27263000.0,18498000.0,18309000.0,189000.0,1773208000.0,1773208000.0,348369000.0,1424839000.0,7743438000.0,692998000.0,4335588000.0,86695000.0,2352717000.0,275440000.0,273474000.0,1966000.0,2024-03-31
232972190.0,232972190.0,1694947000.0,1713093000.0,4263636000.0,5965103000.0,3017162000.0,4263636000.0,12645000.0,4264655000.0,4297445000.0,4271708000.0,7053000.0,4264655000.0,4031683000.0,232972000.0,232972000.0,3444833000.0,325184000.0,,281188000.0,41570000.0,8780000.0,32790000.0,2426000.0,3119649000.0,98160000.0,1671523000.0,3865000.0,1667658000.0,13632000.0,1241296000.0,67587000.0,1173709000.0,7716541000.0,1579730000.0,14885000.0,1019000.0,830000.0,189000.0,1563826000.0,1563826000.0,418131000.0,1145695000.0,6136811000.0,558956000.0,3814120000.0,77827000.0,1474748000.0,211160000.0,205659000.0,5501000.0,2023-09-30
207638860.0,207638860.0,1414624000.0,1425567000.0,3833563000.0,5252026000.0,2743722000.0,3833563000.0,8458000.0,3834917000.0,3853581000.0,3842012000.0,7095000.0,3834917000.0,3627278000.0,207639000.0,207639000.0,3084300000.0,294614000.0,-1000.0,265067000.0,27122000.0,8458000.0,18664000.0,2426000.0,2789686000.0,106726000.0,1398445000.0,,1398445000.0,12050000.0,1173153000.0,50273000.0,1122880000.0,6926312000.0,1392904000.0,15235000.0,1354000.0,1165000.0,189000.0,1376315000.0,1376315000.0,316372000.0,1059943000.0,5533408000.0,461812000.0,3415296000.0,7340000.0,1465954000.0,183006000.0,180521000.0,2485000.0,2023-03-31
