Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
750607641.0,750607641.0,224950000000.0,297540000000.0,-34140000000.0,562310000000.0,124670000000.0,-34140000000.0,13160000000.0,277930000000.0,518030000000.0,327060000000.0,49130000000.0,277930000000.0,276430000000.0,,,1500000000.0,1500000000.0,548400000000.0,279790000000.0,,,,24060000000.0,249680000000.0,9580000000.0,240100000000.0,3860000000.0,268610000000.0,33350000000.0,47860000000.0,3580000000.0,44280000000.0,3150000000.0,162140000000.0,,,5300000000.0,156840000000.0,875460000000.0,482180000000.0,2890000000.0,,35950000000.0,,8340000000.0,8340000000.0,,12380000000.0,,,312070000000.0,110230000000.0,201840000000.0,108140000000.0,,108140000000.0,11060000000.0,97080000000.0,,,,,393280000000.0,27620000000.0,,290000000.0,,,127760000000.0,,,,200000000.0,3980000000.0,163540000000.0,,,69890000000.0,10460000000.0,59430000000.0,,,2024-03-31
750607641.0,750607641.0,308340000000.0,349360000000.0,-24490000000.0,627970000000.0,125690000000.0,-24490000000.0,10020000000.0,288630000000.0,508960000000.0,342340000000.0,53710000000.0,288630000000.0,287130000000.0,,,1500000000.0,1500000000.0,572210000000.0,259010000000.0,,,,23460000000.0,227680000000.0,7350000000.0,220330000000.0,2170000000.0,313200000000.0,13560000000.0,121680000000.0,2670000000.0,119010000000.0,5130000000.0,159780000000.0,,,4480000000.0,155300000000.0,914550000000.0,475660000000.0,4100000000.0,,33240000000.0,,8040000000.0,8040000000.0,,11040000000.0,,,313120000000.0,112140000000.0,200980000000.0,104400000000.0,,104400000000.0,13140000000.0,91260000000.0,,,,,438890000000.0,33890000000.0,,270000000.0,,,182460000000.0,,,,230000000.0,1950000000.0,182290000000.0,,,37800000000.0,6800000000.0,31000000000.0,,,2023-09-30
750607641.0,750607641.0,170320000000.0,239390000000.0,-14200000000.0,528430000000.0,129910000000.0,-14200000000.0,9400000000.0,298440000000.0,499880000000.0,354290000000.0,55850000000.0,298440000000.0,30060000000.0,203410000000.0,32480000000.0,1500000000.0,1500000000.0,531480000000.0,241110000000.0,0.0,6030000000.0,0.0,24620000000.0,208190000000.0,6750000000.0,201440000000.0,2170000000.0,290370000000.0,47230000000.0,31200000000.0,2650000000.0,28550000000.0,5030000000.0,199440000000.0,16640000000.0,110000000.0,6550000000.0,176140000000.0,885770000000.0,465490000000.0,10000000.0,2640000000.0,26610000000.0,0.0,6060000000.0,2140000000.0,3920000000.0,9730000000.0,2390000000.0,7340000000.0,312640000000.0,113660000000.0,198980000000.0,102660000000.0,-70860000000.0,173520000000.0,11970000000.0,90700000000.0,119590000000.0,31450000000.0,10510000000.0,0.0,420280000000.0,31200000000.0,180000000.0,400000000.0,460000000.0,9380000000.0,139850000000.0,97000000000.0,7210000000.0,35640000000.0,24050000000.0,1410000000.0,182820000000.0,-10850000000.0,193670000000.0,61730000000.0,2060000000.0,59670000000.0,14830000000.0,44840000000.0,2023-03-31
