Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
537789378.0,537789378.0,12443768000.0,20249940000.0,41650762000.0,70398841000.0,24434696000.0,41650762000.0,50148901000.0,65285408000.0,50861876000.0,712975000.0,50148901000.0,44771007000.0,5377894000.0,5377894000.0,40768548000.0,20398921000.0,2288000.0,3057363000.0,15136507000.0,15136507000.0,67579000.0,20369627000.0,7095038000.0,5113433000.0,5113433000.0,1359631000.0,1281567000.0,,1281567000.0,91630424000.0,46826101000.0,2169272000.0,0.0,3466683000.0,3466683000.0,7173155000.0,865047000.0,8498139000.0,3012339000.0,5485800000.0,15021381000.0,15021381000.0,99484000.0,14921897000.0,44804323000.0,3949277000.0,0.0,29584675000.0,1149968000.0,826901000.0,9293502000.0,1487330000.0,7806172000.0,2024-03-31
501570404.0,501570404.0,15221739000.0,15668209000.0,28596960000.0,52990459000.0,7477221000.0,28596960000.0,37322250000.0,49253975000.0,37955049000.0,632799000.0,37322250000.0,32306546000.0,5015704000.0,5015704000.0,67215068000.0,15798508000.0,9220000.0,2537702000.0,11931725000.0,11931725000.0,67698000.0,51416560000.0,7866258000.0,3736484000.0,3736484000.0,539969000.0,1185051000.0,0.0,1185051000.0,105170117000.0,46276337000.0,1799574000.0,0.0,6896894000.0,6896894000.0,7406722000.0,,8725290000.0,3033780000.0,5691510000.0,14554300000.0,14554300000.0,35070000.0,14519230000.0,58893781000.0,3671227000.0,20744886000.0,24861428000.0,4016800000.0,944836000.0,4654604000.0,4208134000.0,446470000.0,2023-09-30
352154782.0,352154782.0,26267384000.0,26662989000.0,20702476000.0,48035285000.0,6845271000.0,20702476000.0,21372296000.0,33994290000.0,20697463000.0,-674833000.0,21372296000.0,17850748000.0,3521548000.0,3521548000.0,63779251000.0,13959445000.0,13011000.0,,12621994000.0,12621994000.0,22197000.0,49819806000.0,5537218000.0,14040995000.0,14040995000.0,668752000.0,932077000.0,0.0,932077000.0,84476714000.0,27811637000.0,1901813000.0,1523759000.0,11520696000.0,11520696000.0,5789292000.0,,669820000.0,81000.0,669739000.0,51434000.0,51434000.0,,51434000.0,56665077000.0,3633147000.0,18504431000.0,25821946000.0,5807868000.0,685524000.0,2212161000.0,1816556000.0,395605000.0,2023-03-31
