Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
235000000.0,235000000.0,155412000.0,156080000.0,740445000.0,897900000.0,428444000.0,740445000.0,,741820000.0,748335000.0,741820000.0,741820000.0,506820000.0,,,235000000.0,235000000.0,229223000.0,26734000.0,20219000.0,6515000.0,,6515000.0,202489000.0,29021000.0,149565000.0,,149565000.0,,3182000.0,20721000.0,,,20721000.0,971043000.0,340110000.0,6197000.0,,,24893000.0,,,1375000.0,1375000.0,,307645000.0,,,,,,,,,630933000.0,28128000.0,,178124000.0,,,,334086000.0,6478000.0,65283000.0,,,18834000.0,18166000.0,668000.0,,2024-03-31
235000000.0,235000000.0,66088000.0,85651000.0,717782000.0,803712000.0,548147000.0,717782000.0,,718061000.0,724665000.0,718061000.0,718061000.0,483061000.0,,,235000000.0,235000000.0,169858000.0,18731000.0,12127000.0,6604000.0,,6604000.0,151127000.0,32402000.0,79047000.0,,79047000.0,,2499000.0,37179000.0,,,37179000.0,887919000.0,188645000.0,9496000.0,,,24893000.0,,,279000.0,279000.0,,153977000.0,,,,,,,,,699274000.0,25052000.0,,170950000.0,,,,408677000.0,,57893000.0,,,36702000.0,17139000.0,19563000.0,,2023-09-30
235000000.0,235000000.0,102862000.0,111805000.0,695322000.0,807430000.0,516354000.0,695322000.0,0.0,695625000.0,703557000.0,695625000.0,695625000.0,460625000.0,54512000.0,403600000.0,235000000.0,235000000.0,176245000.0,12514000.0,4582000.0,7932000.0,0.0,7932000.0,163731000.0,1784000.0,103873000.0,0.0,103873000.0,2499000.0,,55575000.0,23198000.0,0.0,32377000.0,871870000.0,191785000.0,9482000.0,9482000.0,0.0,24893000.0,24893000.0,0.0,303000.0,303000.0,0.0,157107000.0,-399402000.0,556509000.0,0.0,366570000.0,113496000.0,75300000.0,1143000.0,0.0,680085000.0,15452000.0,1962000.0,166029000.0,97415000.0,5470000.0,63144000.0,412580000.0,0.0,59330000.0,-33757000.0,93087000.0,24732000.0,15789000.0,8943000.0,8943000.0,2023-03-31
