Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
102591900.0,102591900.0,,487914000.0,5203941000.0,6017386000.0,3592699000.0,5203941000.0,161000.0,5529633000.0,5778030000.0,5529633000.0,5529633000.0,4503714000.0,1025919000.0,1025919000.0,1594973000.0,257718000.0,,,248452000.0,55000.0,248397000.0,9266000.0,1337255000.0,5233000.0,239462000.0,106000.0,239356000.0,1622000.0,971979000.0,166186000.0,805793000.0,7124606000.0,2194652000.0,280402000.0,37762000.0,6231000.0,6231000.0,325692000.0,247000.0,325445000.0,1544565000.0,1544565000.0,1302729000.0,241836000.0,4929954000.0,874602000.0,894666000.0,2992000.0,2184974000.0,972720000.0,93321000.0,879399000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,
100091900.0,100091900.0,256786000.0,706875000.0,3978191000.0,5008399000.0,3252721000.0,3978191000.0,2598000.0,4304122000.0,4561941000.0,4304122000.0,4304122000.0,3303203000.0,1000919000.0,1000919000.0,2254942000.0,268764000.0,-1000.0,0.0,260362000.0,2543000.0,257819000.0,8403000.0,1986178000.0,21419000.0,446513000.0,55000.0,446458000.0,899000.0,1165142000.0,107918000.0,1057224000.0,6559064000.0,1320165000.0,744928000.0,23313000.0,5482000.0,5482000.0,325931000.0,486000.0,325445000.0,220511000.0,220511000.0,66698000.0,153813000.0,5238899000.0,777349000.0,686493000.0,263695000.0,2436617000.0,1074745000.0,627254000.0,447491000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,
83364886.0,83364886.0,461882000.0,518719000.0,1650369000.0,2489636000.0,1382647000.0,1650369000.0,5383000.0,1976300000.0,2093227000.0,1976300000.0,1976300000.0,1142651000.0,833649000.0,833649000.0,1731270000.0,125314000.0,,0.0,117088000.0,161000.0,116927000.0,8226000.0,1605956000.0,22942000.0,401631000.0,5222000.0,396409000.0,1257000.0,770300000.0,115263000.0,655037000.0,3707570000.0,718967000.0,142826000.0,21159000.0,5311000.0,5311000.0,325931000.0,486000.0,325445000.0,223740000.0,223740000.0,66698000.0,157042000.0,2988603000.0,389759000.0,348216000.0,11731000.0,2105204000.0,133693000.0,82239000.0,51454000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,
