Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Cash Equivalents
0.0,367208644.0,367208644.0,505600000.0,10165300000.0,18083100000.0,6586600000.0,10165300000.0,505600000.0,18083100000.0,18083100000.0,18102100000.0,19000000.0,18083100000.0,17715900000.0,,,367200000.0,367200000.0,5907200000.0,1101800000.0,40300000.0,,259100000.0,259100000.0,802400000.0,4805400000.0,1167500000.0,,246500000.0,246500000.0,,283300000.0,2765200000.0,,,4600000.0,2760600000.0,24009300000.0,12617300000.0,419100000.0,,594400000.0,,158900000.0,158900000.0,0.0,0.0,7917800000.0,7917800000.0,,3468500000.0,,3468500000.0,133700000.0,3334800000.0,,,,,11392000000.0,325000000.0,0.0,,,2835000000.0,,,,,2013900000.0,,,6218100000.0,5374200000.0,843900000.0,,2024-03-31,
0.0,367208644.0,367208644.0,448400000.0,8473000000.0,16392400000.0,4863000000.0,8473000000.0,448400000.0,16392400000.0,16392400000.0,16411300000.0,18900000.0,16392400000.0,16025200000.0,,,367200000.0,367200000.0,5784500000.0,1097000000.0,47800000.0,,293400000.0,293400000.0,755800000.0,4687500000.0,1218900000.0,,155000000.0,155000000.0,,218300000.0,2665500000.0,,,138700000.0,2526800000.0,22195800000.0,12645300000.0,417600000.0,,736100000.0,,150500000.0,150500000.0,0.0,0.0,7919400000.0,56100000.0,7863300000.0,3387300000.0,,3387300000.0,136200000.0,3251100000.0,,,,,9550500000.0,393400000.0,12600000.0,,,2861400000.0,,,,,1798800000.0,,,4484300000.0,3878100000.0,606200000.0,,2023-09-30,
,367208644.0,367208644.0,465357000.0,7565376000.0,15489895000.0,3688338000.0,7565376000.0,465357000.0,15489895000.0,15489895000.0,15510486000.0,20591000.0,15489895000.0,15122700000.0,9497567000.0,5040748000.0,367209000.0,367209000.0,5106636000.0,1043507000.0,55200000.0,55245000.0,280035000.0,280035000.0,708227000.0,4063129000.0,1173300000.0,25681000.0,185322000.0,185322000.0,0.0,218357000.0,2610732000.0,443274000.0,23974000.0,25700000.0,2143484000.0,20617122000.0,12865655000.0,437100000.0,531266000.0,845171000.0,14242000.0,151200000.0,151200000.0,0.0,0.0,7924519000.0,61200000.0,7863319000.0,3393738000.0,-2878650000.0,6272388000.0,154829000.0,232605000.0,2482412000.0,2942885000.0,459657000.0,0.0,7751467000.0,441000000.0,55659000.0,23974000.0,445514000.0,3018626000.0,1977603000.0,91054000.0,949969000.0,18828000.0,1378150000.0,-118353000.0,1496503000.0,2810716000.0,1754192000.0,1056524000.0,1056524000.0,2023-03-31,
