Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-647900000.0,0.4,2477020000.0,-539750000.0,-1619750000.0,603890000.0,256140000.0,186300000.0,1937270000.0,1681130000.0,-56700000.0,56700000.0,1575740000.0,603890000.0,4636530000.0,,,,,603890000.0,603890000.0,0.0,603890000.0,-275710000.0,879600000.0,879600000.0,744830000.0,1624430000.0,1512930000.0,-1619750000.0,124140000.0,415610000.0,-56700000.0,56700000.0,1937690000.0,4450230000.0,431510000.0,256140000.0,256140000.0,845370000.0,845370000.0,6387920000.0,186300000.0,6574220000.0,6574220000.0,2024-03-31
19742328.87862,0.372778,2156630000.0,52960000.0,52960000.0,1510910000.0,258160000.0,186910000.0,2209590000.0,1951430000.0,-47080000.0,47080000.0,1477692328.87862,1510910000.0,4503210000.0,129469580.0,129027327.0,11.67,11.71,1510910000.0,1510910000.0,0.0,1510910000.0,316460000.0,1194450000.0,1194450000.0,709900000.0,1904350000.0,326860000.0,52960000.0,-52960000.0,0.0,-47080000.0,47080000.0,1768020000.0,4316300000.0,415250000.0,258160000.0,258160000.0,858710000.0,858710000.0,6084320000.0,186910000.0,6271230000.0,6271230000.0,2023-12-31
102691117.134057,0.222752,2965030000.0,461010000.0,461010000.0,2051250000.0,259490000.0,182990000.0,3426040000.0,3166550000.0,-82050000.0,82050000.0,1692931117.134057,2051250000.0,4471360000.0,129498106.0,129090623.0,15.84,15.89,2051250000.0,2051250000.0,0.0,2051250000.0,-346170000.0,2397420000.0,2397420000.0,687080000.0,3084500000.0,1661590000.0,461010000.0,-461010000.0,,-82050000.0,82050000.0,1787120000.0,4288370000.0,400060000.0,259490000.0,259490000.0,864770000.0,864770000.0,6075490000.0,182990000.0,6258480000.0,6258480000.0,2023-09-30
0.0,0.319785,2441280000.0,0.0,0.0,1586030000.0,237460000.0,190870000.0,2441280000.0,2203820000.0,-36770000.0,36770000.0,1586030000.0,1586030000.0,4100990000.0,129471837.0,129050448.0,12.25,12.29,1586030000.0,1586030000.0,0.0,1586030000.0,111970000.0,1474060000.0,1474060000.0,692990000.0,2167050000.0,265840000.0,0.0,,,-36770000.0,36770000.0,2158480000.0,3910120000.0,,237460000.0,237460000.0,855730000.0,855730000.0,6068600000.0,190870000.0,6259470000.0,6259470000.0,2023-06-30
-292434000.0,0.3,-3277920000.0,-974780000.0,-974780000.0,-2728260000.0,202040000.0,179700000.0,-4252700000.0,-4454740000.0,-14940000.0,14940000.0,-2045914000.0,-2728260000.0,4394770000.0,,,,,-2728260000.0,-2728260000.0,0.0,-2728260000.0,2303680000.0,-5031940000.0,-5031940000.0,562260000.0,-4469680000.0,-4350970000.0,106790000.0,,,-14940000.0,14940000.0,1653070000.0,4215070000.0,355770000.0,202040000.0,-22330000.0,3102670000.0,1018320000.0,5868140000.0,179700000.0,6047840000.0,6047840000.0,2023-03-31
,,,,,,,,,,,,,,,128760221.0,128760221.0,-9.05,-9.05,,,,,,,,,,,,-1081570000.0,5199310000.0,,,,,364800000.0,,,,,,,,,2022-12-31
5456044.836834,0.220002,3607210000.0,24800000.0,24800000.0,2329020000.0,256980000.0,185510000.0,3632010000.0,3375030000.0,-56330000.0,56330000.0,2309676044.836834,2329020000.0,4789500000.0,129750418.0,129174709.0,17.95,18.03,2329020000.0,2329020000.0,0.0,2329020000.0,-259560000.0,2588580000.0,2588580000.0,730120000.0,3318700000.0,1512140000.0,24800000.0,,,-56330000.0,56330000.0,1977560000.0,4603990000.0,418370000.0,256980000.0,256980000.0,1002420000.0,1002420000.0,6581550000.0,185510000.0,6767060000.0,6767060000.0,2024-06-30 00:00:00
