Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.263378,4106300000.0,2870600000.0,181900000.0,8059000000.0,4106300000.0,3924400000.0,-28100000.0,28100000.0,2870600000.0,2870600000.0,11272900000.0,,,,,2870600000.0,2870600000.0,0.0,2870600000.0,2870100000.0,2870100000.0,1026200000.0,3896300000.0,811500000.0,-28100000.0,28100000.0,3113400000.0,3213900000.0,1579600000.0,181900000.0,181900000.0,6327300000.0,8059000000.0,14386300000.0,14386300000.0,2024-03-31
0.0,0.26336,4433000000.0,3109800000.0,179700000.0,7767900000.0,4433000000.0,4253300000.0,-31700000.0,31700000.0,3109800000.0,3109800000.0,10674200000.0,21250513.0,21250513.0,146.34,146.34,3109800000.0,3109800000.0,0.0,3109800000.0,3109800000.0,3109800000.0,1111800000.0,4221600000.0,556100000.0,-31700000.0,31700000.0,3697200000.0,2906300000.0,1334700000.0,179700000.0,179700000.0,6603500000.0,7767900000.0,14371400000.0,14371400000.0,2023-12-31
0.0,0.24669,4363900000.0,3129400000.0,178400000.0,8143500000.0,4363900000.0,4185500000.0,-31300000.0,31300000.0,3129400000.0,3129400000.0,11311000000.0,21249406.0,21249406.0,147.27,147.27,3129400000.0,3129400000.0,0.0,3129400000.0,3129400000.0,3129400000.0,1024800000.0,4154200000.0,555100000.0,-31300000.0,31300000.0,3630400000.0,3167500000.0,1562100000.0,178400000.0,178400000.0,6797900000.0,8143500000.0,14941400000.0,14941400000.0,2023-09-30
0.0,0.256729,4110000000.0,2902400000.0,171700000.0,8235700000.0,4110000000.0,3938300000.0,-33400000.0,33400000.0,2902400000.0,2902400000.0,11411700000.0,21250549.0,21250549.0,136.58,136.58,2902400000.0,2902400000.0,0.0,2902400000.0,2902400000.0,2902400000.0,1002500000.0,3904900000.0,560000000.0,-33400000.0,33400000.0,3378300000.0,3176000000.0,1509800000.0,171700000.0,171700000.0,6554300000.0,8235700000.0,14790000000.0,14790000000.0,2023-06-30
0.0,0.249635,3297600000.0,2314200000.0,173400000.0,7600600000.0,3297600000.0,3124200000.0,1400500000.0,40100000.0,2314200000.0,2314200000.0,10666900000.0,,,,,2314200000.0,2314200000.0,0.0,2314200000.0,2314200000.0,2314200000.0,769900000.0,3084100000.0,-980600000.0,1400500000.0,40100000.0,2697100000.0,3066300000.0,-1853100000.0,173400000.0,160600000.0,5763400000.0,7600600000.0,13364000000.0,13364000000.0,2023-03-31
,,,,,,,,,,,,,21249139.0,21249139.0,116.16,116.16,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.249783,4583400000.0,3280100000.0,183700000.0,8463600000.0,4583400000.0,4399700000.0,-27500000.0,27500000.0,3280100000.0,3280100000.0,11849700000.0,21249676.0,21249676.0,154.36,154.36,3280100000.0,3280100000.0,0.0,3280100000.0,3280100000.0,3280100000.0,1092100000.0,4372200000.0,673300000.0,-27500000.0,27500000.0,3726400000.0,3386100000.0,1591800000.0,183700000.0,183700000.0,7112500000.0,8463600000.0,15576100000.0,15576100000.0,2024-06-30 00:00:00
