Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
42930800.0,42930800.0,1889174000.0,1891709000.0,8014763000.0,9906472000.0,4494942000.0,8014763000.0,8014763000.0,8305958000.0,8014763000.0,8014763000.0,7585455000.0,,,429308000.0,429308000.0,4170379000.0,291195000.0,291195000.0,291195000.0,3879184000.0,43935000.0,1600514000.0,1600514000.0,176255000.0,1815485000.0,,,0.0,1815485000.0,12185142000.0,3811016000.0,122421000.0,,30892000.0,98831000.0,98831000.0,3525412000.0,,3525412000.0,81736000.0,3443676000.0,,,,,8374126000.0,359463000.0,,,1976016000.0,,,,,5712719000.0,325928000.0,323393000.0,2535000.0,,2024-03-31
42930800.0,42930800.0,1913719000.0,1982523000.0,7752304000.0,9734827000.0,4247415000.0,7752304000.0,7752304000.0,8003194000.0,7752304000.0,7752304000.0,7322996000.0,,,429308000.0,429308000.0,5274903000.0,250890000.0,250890000.0,250890000.0,5024013000.0,23467000.0,1731633000.0,1731633000.0,104830000.0,2991297000.0,,,222254000.0,2769043000.0,13027207000.0,3755779000.0,276063000.0,,28075000.0,98231000.0,98231000.0,3353410000.0,,3353410000.0,62150000.0,3291260000.0,,,,,9271428000.0,703386000.0,,,2157823000.0,,,,,5962378000.0,447841000.0,379037000.0,68804000.0,,2023-09-30
42930800.0,42930800.0,2029250000.0,2032584000.0,7145311000.0,9177895000.0,3939975000.0,7145311000.0,7145311000.0,7445871000.0,7145311000.0,7145311000.0,6930657000.0,5750333000.0,1180298000.0,214654000.0,214654000.0,4559834000.0,300560000.0,300560000.0,300560000.0,4259274000.0,46761000.0,1732024000.0,1732024000.0,197919000.0,2480489000.0,197919000.0,292000.0,27472000.0,2254806000.0,11705145000.0,3505896000.0,205108000.0,308947000.0,23119000.0,103839000.0,103839000.0,3173830000.0,-4134023000.0,7307853000.0,117817000.0,3056013000.0,6012621000.0,1015243000.0,162172000.0,0.0,8199249000.0,350419000.0,292000.0,84796000.0,1882488000.0,11159000.0,204747000.0,1015853000.0,650729000.0,5609374000.0,271880000.0,268546000.0,3334000.0,3334000.0,2023-03-31
