Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Current Deferred Taxes Assets,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
295933850.0,295933850.0,2132000.0,7825000.0,327276000.0,335101000.0,312194000.0,327276000.0,327276000.0,327276000.0,327276000.0,327276000.0,31342000.0,295934000.0,295934000.0,51095000.0,0.0,,0.0,0.0,51095000.0,-1000.0,1073000.0,7825000.0,7825000.0,283000.0,,41915000.0,,143000.0,41772000.0,378371000.0,15082000.0,15082000.0,-11937000.0,27019000.0,628000.0,16889000.0,9502000.0,0.0,363289000.0,1100000.0,,318000.0,0.0,33438000.0,33438000.0,,1211000.0,220754000.0,106468000.0,100775000.0,5693000.0,5693000.0,2024-03-31
295933850.0,295933850.0,,0.0,318950000.0,318950000.0,303186000.0,318950000.0,318950000.0,318950000.0,318950000.0,318950000.0,23016000.0,295934000.0,295934000.0,57864000.0,347000.0,347000.0,0.0,0.0,57517000.0,1274000.0,,0.0,0.0,,3835000.0,52408000.0,,,52408000.0,376814000.0,16111000.0,16111000.0,,,,,,,360703000.0,9095000.0,,,,24075000.0,,,0.0,257276000.0,70257000.0,66764000.0,3493000.0,,2023-09-30
295933850.0,295933850.0,,0.0,309866000.0,309866000.0,299704000.0,309866000.0,309866000.0,309866000.0,309866000.0,309866000.0,13932000.0,295934000.0,295934000.0,26355000.0,0.0,,0.0,0.0,26355000.0,991000.0,276000.0,0.0,0.0,218000.0,494000.0,25861000.0,798000.0,193000.0,24870000.0,336221000.0,10162000.0,10162000.0,-9878000.0,20040000.0,506000.0,10032000.0,9502000.0,0.0,326059000.0,1425000.0,0.0,878000.0,3358000.0,23706000.0,23706000.0,1493000.0,1304000.0,178296000.0,115599000.0,97834000.0,17765000.0,17765000.0,2023-03-31
