Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.253056,172302000.0,64959000.0,15115000.0,999721000.0,172302000.0,157187000.0,-51151000.0,51151000.0,64959000.0,64959000.0,1294475000.0,81570852.0,81570852.0,0.796351,0.796351,64959000.0,64959000.0,0.0,64959000.0,-14244000.0,79203000.0,79203000.0,26833000.0,106036000.0,16428000.0,-51151000.0,51151000.0,140758000.0,294754000.0,196268000.0,15115000.0,15115000.0,435512000.0,999721000.0,1435233000.0,1435233000.0
2023-09-30,0.0,0.227094,225806000.0,94653000.0,12890000.0,906502000.0,225806000.0,212916000.0,-38405000.0,40846000.0,94653000.0,94653000.0,862862000.0,,,,,94653000.0,94653000.0,0.0,94653000.0,-38342000.0,132995000.0,132994000.0,39076000.0,172070000.0,-27746000.0,-38405000.0,40846000.0,219368000.0,-43640000.0,-149876000.0,12890000.0,12425000.0,175728000.0,906502000.0,1082230000.0,1082230000.0
2023-06-30,0.0,0.154404,146785000.0,56164000.0,12880000.0,503000000.0,146785000.0,133905000.0,-51692000.0,51692000.0,56164000.0,56164000.0,750732000.0,81570852.0,81570852.0,0.68853,0.68853,56164000.0,56164000.0,0.0,56164000.0,-13355000.0,69519000.0,69519000.0,12694000.0,82213000.0,30209000.0,-51692000.0,51692000.0,103696000.0,247732000.0,154593000.0,12880000.0,12880000.0,351428000.0,503000000.0,854428000.0,854428000.0
