Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-1320503.545073,0.244538,2513500000.0,-5400000.0,-5400000.0,990300000.0,673300000.0,9860300000.0,2508100000.0,1834800000.0,-452600000.0,452600000.0,994379496.454927,990300000.0,18990100000.0,,,,,990300000.0,990300000.0,0.0,990300000.0,-53900000.0,1044200000.0,0.0,1044200000.0,338000000.0,1382200000.0,78300000.0,-5400000.0,5400000.0,,-452600000.0,452600000.0,1755000000.0,9129800000.0,6058400000.0,673300000.0,673300000.0,10884800000.0,9860300000.0,20745100000.0,20745100000.0,2024-03-31
342085.52138,0.213803,2250100000.0,1600000.0,1600000.0,917000000.0,663900000.0,8808500000.0,2251700000.0,1587800000.0,-388100000.0,388100000.0,915742085.52138,917000000.0,17385000000.0,262000000.0,262000000.0,3.5,3.5,917000000.0,917000000.0,0.0,917000000.0,-26200000.0,943200000.0,0.0,943200000.0,256500000.0,1199700000.0,94100000.0,1600000.0,-1600000.0,,-388100000.0,388100000.0,1497400000.0,8576500000.0,5500000000.0,663900000.0,663900000.0,10073900000.0,8808500000.0,18882400000.0,18882400000.0,2023-12-31
3226544.137139,0.256075,2178200000.0,12600000.0,12600000.0,800100000.0,671900000.0,9126800000.0,2190800000.0,1518900000.0,-387200000.0,387200000.0,790726544.137139,800100000.0,17830000000.0,261470588.0,261470588.0,3.06,3.06,800100000.0,800100000.0,0.0,800100000.0,-41800000.0,841900000.0,0.0,841900000.0,289800000.0,1131700000.0,117300000.0,12600000.0,4300000.0,-16900000.0,-387200000.0,387200000.0,1387300000.0,8703200000.0,5588700000.0,671900000.0,671900000.0,10090500000.0,9126800000.0,19217300000.0,19217300000.0,2023-09-30
2515727.648466,0.241897,1923200000.0,10400000.0,10400000.0,658700000.0,649100000.0,8991900000.0,1933600000.0,1284500000.0,-365100000.0,365100000.0,650815727.648466,658700000.0,17378500000.0,261388889.0,261388889.0,2.52,2.52,658700000.0,658700000.0,0.0,658700000.0,-38300000.0,697000000.0,0.0,697000000.0,222400000.0,919400000.0,118600000.0,10400000.0,-10400000.0,,-365100000.0,365100000.0,1154200000.0,8386600000.0,5355100000.0,649100000.0,649100000.0,9540800000.0,8991900000.0,18532700000.0,18532700000.0,2023-06-30
-28398098.198775,0.144007,2254100000.0,-197200000.0,-197200000.0,933200000.0,683500000.0,15217300000.0,2056900000.0,1373400000.0,-495700000.0,279700000.0,1102001901.801225,970000000.0,14524700000.0,,,,,970000000.0,970000000.0,0.0,970000000.0,-3000000.0,973000000.0,36800000.0,936200000.0,157500000.0,1093700000.0,-263500000.0,-1080600000.0,,,-495700000.0,279700000.0,1612000000.0,-692600000.0,-4357600000.0,683500000.0,536200000.0,919400000.0,15217300000.0,16136700000.0,16136700000.0,2023-03-31
,,,,,,,,,,,,,,,261242236.0,261242236.0,3.22,3.22,,,,,,,,,,,,,-91900000.0,,,,,,,,,,,,,2022-12-31
0.0,0.194808,1631400000.0,0.0,0.0,393100000.0,684800000.0,8795200000.0,1631400000.0,946600000.0,-403500000.0,403500000.0,393100000.0,393100000.0,17492500000.0,262066667.0,262066667.0,1.5,1.5,393100000.0,393100000.0,0.0,393100000.0,-44200000.0,437300000.0,,437300000.0,105800000.0,543100000.0,129200000.0,0.0,,,-403500000.0,403500000.0,813500000.0,8697300000.0,5609200000.0,684800000.0,684800000.0,9510800000.0,8795200000.0,18306000000.0,18306000000.0,2024-06-30 00:00:00
