Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
5725000.0,5725000.0,333600000.0,819800000.0,8588900000.0,9408700000.0,6388800000.0,8588900000.0,0.0,8588900000.0,8588900000.0,8588900000.0,8588900000.0,8531700000.0,,,57200000.0,57200000.0,2105800000.0,268600000.0,195100000.0,,,,1837200000.0,14800000.0,819800000.0,0.0,819800000.0,,850700000.0,,,8900000.0,841800000.0,10694700000.0,2468700000.0,11800000.0,,99500000.0,99500000.0,,2357400000.0,,2357400000.0,34800000.0,2322600000.0,,,,,8226000000.0,73700000.0,,,5251500000.0,,,,,,0.0,254700000.0,,,2646100000.0,2159900000.0,486200000.0,,,2024-03-31
5725000.0,5725000.0,,0.0,8504800000.0,8504800000.0,6493100000.0,8504800000.0,0.0,8504800000.0,8504800000.0,8504800000.0,8504800000.0,8447600000.0,,,57200000.0,57200000.0,1889600000.0,282000000.0,193900000.0,,,,1607600000.0,85300000.0,0.0,0.0,0.0,,1400700000.0,,,4100000.0,1396600000.0,10394400000.0,2293700000.0,300000.0,,110500000.0,110500000.0,,2182900000.0,,2182900000.0,126700000.0,2056200000.0,,,,,8100700000.0,68300000.0,,,4977800000.0,,,,,,20700000.0,378700000.0,,,2655200000.0,1395000000.0,1260200000.0,,,2023-09-30
5725000.0,5725000.0,,0.0,8166154000.0,8166154000.0,6193590000.0,8166154000.0,0.0,8166154000.0,8166154000.0,8166154000.0,8166154000.0,,5903317000.0,37606000.0,57250000.0,57250000.0,1636539000.0,270250000.0,187924000.0,0.0,0.0,0.0,1366289000.0,7200000.0,0.0,0.0,0.0,122000.0,1250846000.0,21025000.0,2906000.0,0.0,1226915000.0,9802693000.0,2242814000.0,,90845000.0,0.0,92600000.0,0.0,2150205000.0,-4490828000.0,6641033000.0,53000.0,266000.0,5552954000.0,1050422000.0,37338000.0,0.0,7559879000.0,10267000.0,2906000.0,156952000.0,3969619000.0,49852000.0,1648295000.0,269737000.0,2001735000.0,53367000.0,201430000.0,391132000.0,0.0,391132000.0,2774206000.0,1083334000.0,1690872000.0,1559500000.0,131372000.0,2023-03-31
