Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,162810084.0,162810084.0,205185000.0,20929875000.0,20974477000.0,7558661000.0,20929875000.0,202398000.0,20971690000.0,20974156000.0,20971690000.0,0.0,20971690000.0,20808880000.0,,,162810000.0,162810000.0,3709208000.0,602978000.0,172320000.0,125756000.0,123290000.0,2466000.0,304902000.0,3106230000.0,105347000.0,79429000.0,79108000.0,321000.0,192471000.0,1898739000.0,,,38389000.0,1860350000.0,24680898000.0,14016007000.0,133578000.0,,3957750000.0,,3957750000.0,,41815000.0,41815000.0,,9375614000.0,,9375614000.0,2608767000.0,6766847000.0,,,,,10664891000.0,715802000.0,39939000.0,,,3888886000.0,,,,,10929000.0,1173825000.0,,,4835510000.0,4581309000.0,254201000.0,,,2024-03-31
,162810084.0,162810084.0,245563000.0,19685610000.0,19730388000.0,6546866000.0,19685610000.0,240183000.0,19725008000.0,19730067000.0,19718463000.0,-6545000.0,19725008000.0,19562198000.0,,,162810000.0,162810000.0,3698312000.0,489439000.0,139459000.0,169081000.0,164022000.0,5059000.0,180899000.0,3208873000.0,92647000.0,76482000.0,76161000.0,321000.0,262794000.0,1861504000.0,,,181714000.0,1679790000.0,23416775000.0,13661036000.0,408564000.0,,3771776000.0,,3771776000.0,,39398000.0,39398000.0,,9123545000.0,,9123545000.0,2235498000.0,6888047000.0,,,,,9755739000.0,879169000.0,18506000.0,,,3409737000.0,,,,,12900000.0,1585745000.0,,,3849682000.0,3624852000.0,224830000.0,,,2023-09-30
,165910084.0,165910084.0,283200000.0,19776239000.0,19826871000.0,7153490000.0,19776239000.0,276808000.0,19820479000.0,19826112000.0,19814036000.0,-6443000.0,19820479000.0,19654569000.0,14908353000.0,11923000.0,165910000.0,165910000.0,3615358000.0,499782000.0,110852000.0,208031000.0,202398000.0,5633000.0,180899000.0,3115576000.0,121818000.0,75169000.0,74410000.0,759000.0,236361000.0,2607622000.0,689746000.0,4568000.0,128389000.0,1784919000.0,23429394000.0,13160328000.0,224967000.0,69600000.0,3484929000.0,3261501000.0,137824000.0,85604000.0,44240000.0,44240000.0,0.0,9139787000.0,-2662928000.0,11802715000.0,2187822000.0,713799000.0,3089986000.0,1709925000.0,4101183000.0,0.0,10269066000.0,892378000.0,18506000.0,10551000.0,899287000.0,3285388000.0,435354000.0,1781571000.0,290813000.0,777650000.0,17067000.0,1226462000.0,-35246000.0,1261708000.0,4811805000.0,4572941000.0,238864000.0,50000000.0,188864000.0,2023-03-31
