Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
24319000.0,24319000.0,1208800000.0,1696800000.0,3804800000.0,5372500000.0,1269400000.0,3804800000.0,130900000.0,3806600000.0,3806600000.0,3806600000.0,3806600000.0,3563400000.0,,,,243200000.0,243200000.0,2128200000.0,175800000.0,,,61400000.0,92100000.0,92100000.0,,21200000.0,1952400000.0,11800000.0,,1604700000.0,38800000.0,1565900000.0,,33800000.0,194000000.0,,,7600000.0,186400000.0,5934800000.0,2713000000.0,62600000.0,,,34300000.0,34300000.0,,1800000.0,,2583000000.0,,2583000000.0,66000000.0,2517000000.0,,,,,3221800000.0,309600000.0,,,,1329500000.0,,,,,,400000.0,752000000.0,,,830300000.0,473200000.0,357100000.0,,,2024-03-31
24319000.0,24319000.0,916500000.0,1632700000.0,3594000000.0,5100100000.0,1225400000.0,3594000000.0,127400000.0,3594800000.0,3594800000.0,3594800000.0,3594800000.0,3351600000.0,,,,243200000.0,243200000.0,2035100000.0,167800000.0,,,54600000.0,96200000.0,96200000.0,,15900000.0,1867300000.0,8400000.0,,1536500000.0,31200000.0,1505300000.0,,30700000.0,153300000.0,,,5500000.0,147800000.0,5629900000.0,2537200000.0,47900000.0,,,28800000.0,28800000.0,,800000.0,,2459700000.0,,2459700000.0,67500000.0,2392200000.0,,,,,3092700000.0,242700000.0,,,,1005300000.0,,,,,,2600000.0,760100000.0,,,1082000000.0,493200000.0,588800000.0,,,2023-09-30
24319000.0,24319000.0,989100000.0,1740200000.0,3345700000.0,4953700000.0,1236700000.0,3345700000.0,132700000.0,3346200000.0,3346200000.0,3346200000.0,3346200000.0,-100000.0,562300000.0,1341600000.0,244400000.0,243200000.0,243200000.0,2113700000.0,177100000.0,-100000.0,19000000.0,46300000.0,109300000.0,109300000.0,0.0,19000000.0,1936600000.0,8400000.0,1500000.0,1630900000.0,23400000.0,1607500000.0,24800000.0,24800000.0,278800000.0,119900000.0,400000.0,1500000.0,158500000.0,5459900000.0,2286600000.0,100000.0,75700000.0,0.0,2900000.0,800000.0,2100000.0,500000.0,500000.0,2200600000.0,-1278500000.0,3479100000.0,40400000.0,111200000.0,2032900000.0,667000000.0,627600000.0,0.0,3173300000.0,100000.0,7100000.0,400000.0,33300000.0,804600000.0,27000000.0,202900000.0,306100000.0,268600000.0,7000000.0,195700000.0,962700000.0,0.0,962700000.0,1162400000.0,544000000.0,618400000.0,429800000.0,188600000.0,2023-03-31
