Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Raw Materials,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Current Provisions,Finished Goods
20796330.0,20796330.0,11104000.0,593348000.0,594092000.0,77903000.0,593348000.0,11104000.0,594092000.0,594092000.0,594092000.0,594092000.0,386129000.0,,,207963000.0,207963000.0,72175000.0,9907000.0,2253000.0,,768000.0,6886000.0,6886000.0,62268000.0,23482000.0,4218000.0,4218000.0,34568000.0,,34568000.0,666267000.0,526096000.0,35767000.0,,,3045000.0,0.0,,744000.0,,486540000.0,,486540000.0,773000.0,485767000.0,,,,,140171000.0,25073000.0,,,32116000.0,,,12578000.0,,,70404000.0,43878000.0,26526000.0,,,2024-03-31,,
20796330.0,20796330.0,4374000.0,586561000.0,587441000.0,87391000.0,586561000.0,4374000.0,587441000.0,587441000.0,587441000.0,587441000.0,379478000.0,,,207963000.0,207963000.0,80701000.0,3964000.0,2235000.0,,728000.0,1001000.0,1001000.0,76737000.0,27836000.0,3373000.0,3373000.0,45528000.0,,45528000.0,668142000.0,504014000.0,30611000.0,,,3501000.0,0.0,,880000.0,,469022000.0,,469022000.0,,469022000.0,,,,,164128000.0,26083000.0,,,31020000.0,,,12488000.0,,,94537000.0,79961000.0,14576000.0,,,2023-09-30,,
20796330.0,20796330.0,6704000.0,574779000.0,575794000.0,95185000.0,574779000.0,6704000.0,575794000.0,575794000.0,575794000.0,575794000.0,367831000.0,116945000.0,251414000.0,207963000.0,207963000.0,56086000.0,4170000.0,2249000.0,0.0,,1921000.0,1921000.0,51916000.0,4187000.0,4783000.0,4783000.0,36872000.0,5373000.0,31499000.0,631880000.0,484779000.0,29674000.0,131000.0,29543000.0,3844000.0,9500000.0,9500000.0,1015000.0,1015000.0,440746000.0,-454004000.0,894750000.0,,367793000.0,103032000.0,165542000.0,258383000.0,0.0,147101000.0,23334000.0,834000.0,23334000.0,27906000.0,51000.0,27855000.0,11721000.0,-2052000.0,13773000.0,83306000.0,47276000.0,36030000.0,38035000.0,-2005000.0,2023-03-31,,
