Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Minority Interest,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Long Term Equity Investment,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Cash Equivalents
12651100.0,12651100.0,160316000.0,308172000.0,1995874000.0,2313029000.0,685683000.0,1995874000.0,2004857000.0,2017412000.0,2004857000.0,2004857000.0,1877711000.0,127146000.0,127146000.0,940367000.0,30113000.0,,12555000.0,12555000.0,17558000.0,910254000.0,110593000.0,295617000.0,295617000.0,9228000.0,494816000.0,40628000.0,454188000.0,2945224000.0,1349287000.0,393733000.0,24862000.0,0.0,8983000.0,8983000.0,909518000.0,909518000.0,0.0,909518000.0,1595937000.0,256802000.0,593752000.0,44934000.0,552593000.0,147856000.0,147856000.0,,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,
12651100.0,12651100.0,155916000.0,290201000.0,1990951000.0,2289194000.0,814282000.0,1990951000.0,1998993000.0,2018263000.0,1998993000.0,1998993000.0,1872482000.0,126511000.0,126511000.0,975080000.0,34395000.0,0.0,19270000.0,19270000.0,15125000.0,940685000.0,79551000.0,270931000.0,270931000.0,6537000.0,583666000.0,24397000.0,559269000.0,2974073000.0,1219106000.0,251637000.0,25665000.0,0.0,8042000.0,,921986000.0,921986000.0,0.0,921986000.0,1754967000.0,271072000.0,562669000.0,38859000.0,748082000.0,134285000.0,134285000.0,134285000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,
12651100.0,12651100.0,34039000.0,241827000.0,1925164000.0,2175968000.0,807892000.0,1925164000.0,1934141000.0,1942837000.0,1934141000.0,1934141000.0,1807630000.0,126511000.0,126511000.0,851032000.0,25297000.0,,8696000.0,8696000.0,16601000.0,825735000.0,72846000.0,233131000.0,233131000.0,6903000.0,512855000.0,36996000.0,475859000.0,2785173000.0,1151546000.0,195120000.0,18795000.0,0.0,8977000.0,8977000.0,917588000.0,917588000.0,0.0,917588000.0,1633627000.0,253426000.0,450573000.0,69259000.0,652581000.0,207788000.0,207788000.0,,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,
