Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
3638000.0,3638000.0,599945000.0,609121000.0,813574000.0,1429193000.0,404146000.0,813574000.0,820072000.0,1014398000.0,820072000.0,820072000.0,783682000.0,,,36390000.0,36390000.0,1227378000.0,271614000.0,50000.0,,194326000.0,194326000.0,77238000.0,955764000.0,59404000.0,414795000.0,414795000.0,,5397000.0,455802000.0,,,455802000.0,2047450000.0,687540000.0,12046000.0,,35617000.0,,,,6498000.0,6498000.0,609712000.0,,609712000.0,52771000.0,556941000.0,,,,,1359910000.0,119304000.0,,,561003000.0,,,,,,618633000.0,,,60970000.0,51794000.0,9176000.0,,,2024-03-31
3638000.0,3638000.0,562320000.0,573722000.0,1078221000.0,1651943000.0,726369000.0,1078221000.0,1078221000.0,1271829000.0,1078221000.0,1078221000.0,1041831000.0,,,36390000.0,36390000.0,1291930000.0,286901000.0,,,193608000.0,193608000.0,93293000.0,1005029000.0,38136000.0,380114000.0,380114000.0,,,510747000.0,,,510747000.0,2370151000.0,638753000.0,33593000.0,,42864000.0,50000.0,55000000.0,55000000.0,,,496616000.0,,496616000.0,86561000.0,410055000.0,,,,,1731398000.0,188434000.0,,,761926000.0,,,,,,711726000.0,,,69312000.0,57910000.0,11402000.0,,,2023-09-30
3638000.0,3638000.0,371639000.0,381926000.0,1054785000.0,1436712000.0,639039000.0,1054785000.0,1054786000.0,1063706000.0,1054786000.0,1054786000.0,1018396000.0,876036000.0,70163000.0,36390000.0,36390000.0,1003305000.0,75029000.0,,66109000.0,8920000.0,8920000.0,66109000.0,928276000.0,-1000.0,373006000.0,373006000.0,53828000.0,21608000.0,440371000.0,14054000.0,3918000.0,422399000.0,2058091000.0,490776000.0,591000.0,13346000.0,41629000.0,,50000.0,50000.0,1000.0,1000.0,430642000.0,-789985000.0,1220627000.0,39440000.0,122048000.0,874887000.0,162948000.0,21304000.0,0.0,1567315000.0,40000.0,44356000.0,46893000.0,701212000.0,83077000.0,16387000.0,267352000.0,334396000.0,972000.0,763555000.0,0.0,763553000.0,10287000.0,45328000.0,10287000.0,0.0,10287000.0,2023-03-31
