Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Deferred Revenue,Prepaid Assets,Taxes Receivable
344700000.0,344700000.0,,8441000.0,72727000.0,72727000.0,63109000.0,72727000.0,8441000.0,72727000.0,72727000.0,72727000.0,72727000.0,-271973000.0,,,344700000.0,344700000.0,368398000.0,85827000.0,76452000.0,,6221000.0,6221000.0,,3154000.0,282571000.0,122086000.0,2220000.0,2220000.0,0.0,,1550000.0,152351000.0,,152351000.0,441125000.0,95445000.0,,,30771000.0,30771000.0,0.0,,22119000.0,,22119000.0,,22119000.0,,,,,345680000.0,40150000.0,,11372000.0,,,,,145200000.0,118917000.0,,,30041000.0,27119000.0,2922000.0,,2024-03-31,,,
344700000.0,344700000.0,1983578000.0,2015043000.0,-1407018000.0,603251000.0,-2156403000.0,-1407018000.0,4873000.0,-1406919000.0,-1406919000.0,-1406919000.0,-1406919000.0,-1751619000.0,,,344700000.0,344700000.0,2448049000.0,9311000.0,,,3568000.0,3568000.0,,5743000.0,2438738000.0,1773000.0,2011475000.0,1305000.0,2010170000.0,,1657000.0,409398000.0,,409398000.0,1041130000.0,758795000.0,,,30335000.0,30335000.0,99000.0,,692478000.0,,692478000.0,,692478000.0,,,,,282335000.0,73436000.0,,11626000.0,,,,,77500000.0,91473000.0,,,28300000.0,1708000.0,26592000.0,,2023-09-30,,,
344700000.0,344700000.0,1999478000.0,2015694000.0,-1469291000.0,541058000.0,-2260966000.0,-1469291000.0,5525000.0,-1469111000.0,-1469111000.0,-1469111000.0,-1469111000.0,-1813812000.0,-2384867000.0,528031000.0,344700000.0,344700000.0,2551578000.0,9667000.0,-1000.0,5448000.0,4220000.0,4220000.0,0.0,5448000.0,2541911000.0,1000.0,2011474000.0,1305000.0,2010169000.0,1657000.0,1657000.0,528506000.0,13224000.0,515282000.0,1082467000.0,801521000.0,2000.0,29539000.0,30039000.0,30039000.0,180000.0,180000.0,735454000.0,-661528000.0,1396982000.0,0.0,66100000.0,791378000.0,499099000.0,40405000.0,0.0,280945000.0,63233000.0,525000.0,11419000.0,2533000.0,2793000.0,160000.0,5933000.0,,193030000.0,-370770000.0,563800000.0,12738000.0,2047000.0,10691000.0,10691000.0,2023-03-31,,,
