Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
25906464.0,25906464.0,1923492000.0,2651018000.0,2049351000.0,4054553000.0,-572216000.0,2049351000.0,652786000.0,2056321000.0,3894414000.0,2056321000.0,2056321000.0,1791371000.0,,,264950000.0,264950000.0,4121263000.0,2729683000.0,15543000.0,,,,163403000.0,2476516000.0,638423000.0,1838093000.0,53349000.0,1391580000.0,458731000.0,174502000.0,14363000.0,160139000.0,,11960000.0,313304000.0,,313304000.0,6177584000.0,5358220000.0,544968000.0,,,307788000.0,307788000.0,,35744000.0,35744000.0,81098000.0,6970000.0,6970000.0,3884444000.0,,3884444000.0,35457000.0,3848987000.0,,,,,819364000.0,294040000.0,0.0,,,42436000.0,,,17000.0,,87277000.0,,,395594000.0,320854000.0,74740000.0,,,2024-03-31
24652863.0,24652863.0,3296717000.0,3535768000.0,1549111000.0,4900697000.0,-923783000.0,1549111000.0,189768000.0,1554697000.0,3484484000.0,1554697000.0,1554697000.0,1302283000.0,,,252414000.0,252414000.0,4743110000.0,2312449000.0,19266000.0,,,,130721000.0,2105276000.0,175489000.0,1929787000.0,46557000.0,2430661000.0,291477000.0,1430492000.0,14279000.0,1416213000.0,,9931000.0,249834000.0,,249834000.0,6297807000.0,4790929000.0,400291000.0,,,287716000.0,287716000.0,,31199000.0,31199000.0,82279000.0,5586000.0,5586000.0,3492431000.0,,3492431000.0,14325000.0,3478106000.0,,,,,1506878000.0,254965000.0,850456000.0,,,33281000.0,,,5000.0,,112938000.0,,,255233000.0,205950000.0,49283000.0,,,2023-09-30
24652863.0,24652863.0,3181194000.0,3463144000.0,1534664000.0,4814316000.0,-1005618000.0,1534664000.0,189717000.0,1540889000.0,3427911000.0,1540889000.0,1540889000.0,117060000.0,-490813000.0,1618310000.0,252414000.0,252414000.0,4551516000.0,2254592000.0,22990000.0,48247000.0,992000.0,22990000.0,110856000.0,2061661000.0,174639000.0,1887022000.0,48247000.0,2296924000.0,2521000.0,1401483000.0,15078000.0,1386405000.0,10139000.0,10139000.0,819245000.0,592784000.0,226461000.0,6092405000.0,4801099000.0,7000.0,231756000.0,316220000.0,1798000.0,233498000.0,1798000.0,27316000.0,27316000.0,83460000.0,6225000.0,6225000.0,3619001000.0,-3322078000.0,6941079000.0,75642000.0,3543366000.0,490487000.0,6374950000.0,0.0,0.0,1291306000.0,78577000.0,837637000.0,142984000.0,67309000.0,36528000.0,21966000.0,14562000.0,13053000.0,12631000.0,88176000.0,-160964000.0,249140000.0,92988000.0,755000.0,92233000.0,3155000.0,89078000.0,2023-03-31
