Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
982782096.0,982782096.0,5563400000.0,18461400000.0,8996000000.0,34885000000.0,2890700000.0,8996000000.0,8792700000.0,25216300000.0,28605100000.0,26193300000.0,977000000.0,25216300000.0,23250700000.0,,,1965600000.0,1965600000.0,46990000000.0,12150300000.0,30300000.0,308500000.0,,,,1557000000.0,10160700000.0,6771900000.0,3388800000.0,27000000.0,34839700000.0,1044300000.0,8300700000.0,2020800000.0,6279900000.0,888200000.0,,16693000000.0,603000000.0,,775100000.0,15314900000.0,73183300000.0,35452900000.0,164600000.0,,,2140700000.0,466400000.0,,466400000.0,,2238100000.0,,16220300000.0,6062400000.0,10157900000.0,12591400000.0,,12591400000.0,182000000.0,12409400000.0,,,,,37730400000.0,3350100000.0,134500000.0,,,,21500000.0,,,5218200000.0,551000000.0,22276800000.0,,,6178300000.0,2073000000.0,4105300000.0,,,2024-03-31
982782096.0,982782096.0,2893700000.0,17249900000.0,8708800000.0,33969800000.0,3838900000.0,8708800000.0,8685000000.0,25404900000.0,30166700000.0,26483000000.0,1078100000.0,25404900000.0,24913500000.0,,,491400000.0,491400000.0,46708200000.0,13392800000.0,25000000.0,258200000.0,,,,1297400000.0,11714700000.0,6952900000.0,4761800000.0,26400000.0,33315400000.0,1322500000.0,5535200000.0,1732100000.0,3803100000.0,846200000.0,,17864100000.0,677300000.0,,2686900000.0,14499900000.0,73191200000.0,36036900000.0,82600000.0,,,1252800000.0,457000000.0,,457000000.0,,2240000000.0,,16696100000.0,6637800000.0,10058300000.0,12227500000.0,,12227500000.0,89000000.0,12138500000.0,,,,,37154300000.0,3296600000.0,806900000.0,,,,21300000.0,,,4716600000.0,403500000.0,19695100000.0,,,8214300000.0,2543100000.0,5671200000.0,,,2023-09-30
982782096.0,982782096.0,,11795000000.0,14693800000.0,35193800000.0,10950300000.0,14693800000.0,4743400000.0,28142200000.0,31342000000.0,31142200000.0,3000000000.0,28142200000.0,165100000.0,24536900000.0,0.0,491400000.0,491400000.0,42225200000.0,8800100000.0,600000.0,213600000.0,0.0,8600000.0,0.0,1553600000.0,6996000000.0,3796200000.0,3199800000.0,26800000.0,33425100000.0,338800000.0,4799000000.0,947200000.0,3851800000.0,3057200000.0,403700000.0,18214400000.0,2985600000.0,7600000.0,993600000.0,14227600000.0,73367400000.0,28992000000.0,12700000.0,0.0,95700000.0,1064500000.0,212000000.0,0.0,31200000.0,180800000.0,3925500000.0,0.0,13448400000.0,6014700000.0,7433700000.0,8024400000.0,-3580300000.0,11604700000.0,20600000.0,632600000.0,3538200000.0,6094500000.0,1318800000.0,0.0,44375400000.0,33200000.0,978800000.0,0.0,360600000.0,3128900000.0,24400000.0,24400000.0,0.0,4678500000.0,173000000.0,20380500000.0,-2543000000.0,22923500000.0,14617500000.0,5518900000.0,9098600000.0,3910300000.0,5188300000.0,2023-03-31
