Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Other Intangible Assets
25000000.0,25000000.0,45982000.0,7098069000.0,7119174000.0,5755887000.0,7098069000.0,45982000.0,7119174000.0,7119174000.0,7119174000.0,7119174000.0,7069174000.0,,50000000.0,50000000.0,3661109000.0,89932000.0,,27836000.0,27836000.0,62096000.0,3571177000.0,777064000.0,18146000.0,18146000.0,,434153000.0,2031667000.0,,,66610000.0,1965057000.0,10780283000.0,1453229000.0,17494000.0,,212491000.0,24676000.0,24676000.0,21105000.0,648420000.0,,648420000.0,2706000.0,645714000.0,,,,,9327064000.0,278530000.0,,,2278820000.0,,,,,1259000.0,1531260000.0,,,5237195000.0,181508000.0,5055687000.0,,2024-03-31,,
25000000.0,25000000.0,53477000.0,6549651000.0,6549651000.0,5185735000.0,6549651000.0,53477000.0,6549651000.0,6549651000.0,6549651000.0,6549651000.0,6499651000.0,,50000000.0,50000000.0,4465862000.0,111324000.0,,25782000.0,25782000.0,85542000.0,4354538000.0,531170000.0,27695000.0,27695000.0,,407390000.0,2950501000.0,,,166515000.0,2783986000.0,11015513000.0,1475240000.0,31248000.0,,206966000.0,39529000.0,39529000.0,,657570000.0,,657570000.0,12166000.0,645404000.0,,,,,9540273000.0,243586000.0,,,2667982000.0,,,,,800000.0,1295828000.0,,,5332077000.0,130911000.0,5201166000.0,,2023-09-30,,
25000000.0,25000000.0,72100000.0,5886900000.0,5886900000.0,4515400000.0,5886900000.0,72100000.0,5886900000.0,5886900000.0,5886900000.0,5886900000.0,25700000.0,4556400000.0,50000000.0,50000000.0,3961800000.0,122500000.0,85600000.0,36900000.0,36900000.0,85642000.0,3839300000.0,332500000.0,35200000.0,35200000.0,416800000.0,46400000.0,2606700000.0,302300000.0,1400000.0,24200000.0,2278800000.0,9848700000.0,1494000000.0,30927000.0,576600000.0,206700000.0,30952000.0,30952000.0,,701900000.0,-1106400000.0,1808300000.0,17100000.0,688638000.0,1154100000.0,621600000.0,15500000.0,0.0,8354700000.0,266175000.0,1400000.0,266700000.0,1902100000.0,15100000.0,1686000000.0,16700000.0,184300000.0,105900000.0,1075200000.0,-167600000.0,1242800000.0,5003400000.0,107171000.0,5003400000.0,5003400000.0,2023-03-31,,
