Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.229469,957100000.0,587100000.0,166200000.0,3685000000.0,957100000.0,790900000.0,-45700000.0,45700000.0,587100000.0,587100000.0,5620100000.0,,,,,587100000.0,587100000.0,0.0,587100000.0,13000000.0,574200000.0,,574200000.0,171000000.0,745200000.0,185400000.0,-45700000.0,45700000.0,605500000.0,1935100000.0,1130500000.0,166200000.0,166200000.0,2540600000.0,3685000000.0,6225600000.0,6225600000.0,2024-03-31
0.0,0.257329,1030100000.0,624800000.0,171300000.0,4402300000.0,1030100000.0,858800000.0,-29900000.0,29900000.0,624800000.0,624800000.0,6704900000.0,138536585.0,138536585.0,4.51,4.51,624800000.0,624800000.0,0.0,624800000.0,9200000.0,615600000.0,,615600000.0,213300000.0,828900000.0,179700000.0,-29900000.0,29900000.0,679100000.0,2302600000.0,1447300000.0,171300000.0,171300000.0,2981700000.0,4402300000.0,7384000000.0,7384000000.0,2023-12-31
0.0,0.257452,985800000.0,592700000.0,159200000.0,4310300000.0,985800000.0,826600000.0,-31500000.0,31500000.0,592700000.0,592700000.0,6645600000.0,138481308.0,138481308.0,4.28,4.28,592700000.0,592700000.0,0.0,592700000.0,2300000.0,590400000.0,,590400000.0,204700000.0,795100000.0,177500000.0,-31500000.0,31500000.0,649100000.0,2335300000.0,1479000000.0,159200000.0,159200000.0,2984400000.0,4310300000.0,7294700000.0,7294700000.0,2023-09-30
0.0,0.263658,816800000.0,480200000.0,147400000.0,3355000000.0,816800000.0,669400000.0,-26900000.0,26900000.0,480200000.0,480200000.0,5417500000.0,138786127.0,138786127.0,3.46,3.46,480200000.0,480200000.0,0.0,480200000.0,7100000.0,473100000.0,,473100000.0,169400000.0,642500000.0,210700000.0,-26900000.0,26900000.0,458700000.0,2062500000.0,1269100000.0,147400000.0,147400000.0,2521200000.0,3355000000.0,5876200000.0,5876200000.0,2023-06-30
0.0,0.256949,972200000.0,594500000.0,160800000.0,3811400000.0,972200000.0,811400000.0,245100000.0,30700000.0,594500000.0,594500000.0,5220400000.0,,,,,594500000.0,594500000.0,0.0,594500000.0,,580100000.0,0.0,580100000.0,200600000.0,780700000.0,-192900000.0,245100000.0,30700000.0,666100000.0,1409000000.0,-2955900000.0,160800000.0,131300000.0,2075100000.0,3811400000.0,5886500000.0,5886500000.0,2023-03-31
,,,,,,,,,,,,,138746988.0,138746988.0,4.15,4.15,,,,,0.0,,-8100000.0,,,,,,,,,,,,,,,,2022-12-31
0.0,0.258768,757600000.0,417500000.0,172000000.0,3331200000.0,757600000.0,585600000.0,-35300000.0,35300000.0,417500000.0,417500000.0,5506800000.0,138704319.0,138704319.0,3.01,3.01,417500000.0,417500000.0,0.0,417500000.0,9600000.0,407900000.0,,407900000.0,142400000.0,550300000.0,213100000.0,-35300000.0,35300000.0,372500000.0,2175600000.0,1283400000.0,172000000.0,172000000.0,2548100000.0,3331200000.0,5879300000.0,5879300000.0,2024-06-30 00:00:00
