Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Prepaid Assets
64773090.0,64773090.0,7800000.0,9175800000.0,9246300000.0,5051400000.0,9175800000.0,7800000.0,9246300000.0,9246300000.0,9246300000.0,9246300000.0,9116800000.0,,,129500000.0,129500000.0,4604100000.0,262000000.0,180300000.0,5200000.0,5200000.0,0.0,75600000.0,4342100000.0,1373100000.0,2600000.0,2600000.0,0.0,,77500000.0,2083100000.0,,,55700000.0,2027400000.0,13850400000.0,4456900000.0,4800000.0,1784000000.0,1784000000.0,70500000.0,70500000.0,2597600000.0,,2597600000.0,317600000.0,2280000000.0,,,,,9393500000.0,348000000.0,97500000.0,,2024900000.0,,,,,,3746500000.0,3176600000.0,2680700000.0,495900000.0,,2024-03-31,,
64674890.0,64674890.0,9000000.0,8106700000.0,8190600000.0,4320100000.0,8106700000.0,9000000.0,8190600000.0,8190600000.0,8190600000.0,8190600000.0,8061200000.0,,,129400000.0,129400000.0,3744400000.0,220600000.0,136900000.0,6500000.0,6500000.0,0.0,74800000.0,3523800000.0,1122600000.0,2500000.0,2500000.0,0.0,,76100000.0,1645400000.0,,,0.0,1645400000.0,11935000000.0,4091100000.0,4300000.0,1502100000.0,1502100000.0,83900000.0,83900000.0,2500800000.0,,2500800000.0,393500000.0,2107300000.0,,,,,7843900000.0,370200000.0,,,2181500000.0,,,,,106300000.0,2827500000.0,2358400000.0,1989100000.0,369300000.0,,2023-09-30,,
64634690.0,64634690.0,10200000.0,7873650000.0,7951720000.0,4213180000.0,7873650000.0,10200000.0,7951720000.0,7951720000.0,7951720000.0,7951720000.0,31650000.0,412190000.0,132430000.0,129270000.0,129270000.0,3343530000.0,206260000.0,131200000.0,7760000.0,7760000.0,0.0,66410000.0,3137270000.0,151360000.0,2440000.0,2440000.0,0.0,129770000.0,72110000.0,1883630000.0,15120000.0,33490000.0,14600000.0,1820420000.0,11295250000.0,3944800000.0,5450000.0,1467720000.0,1467720000.0,78070000.0,78070000.0,2393560000.0,-1633670000.0,4027230000.0,213800000.0,118490000.0,2501220000.0,588650000.0,605070000.0,0.0,7350450000.0,240400000.0,,35810000.0,1767900000.0,152950000.0,240800000.0,1374150000.0,19470000.0,67810000.0,3291650000.0,1927410000.0,1568790000.0,358620000.0,358620000.0,2023-03-31,,
