Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Cash Equivalents
128527540.0,128527540.0,13572940000.0,14978430000.0,15268930000.0,8152720000.0,14978430000.0,13572940000.0,15268930000.0,15268930000.0,15268930000.0,15268930000.0,14626290000.0,,,642640000.0,642640000.0,18228690000.0,10876130000.0,10829220000.0,10829220000.0,,7352560000.0,461120000.0,,2743720000.0,2743720000.0,139820000.0,2996820000.0,,,0.0,2996820000.0,33497620000.0,17992340000.0,115230000.0,,,1266730000.0,1330460000.0,1330460000.0,,290500000.0,290500000.0,14833790000.0,,14833790000.0,15650000.0,14818140000.0,,,,,15505280000.0,766190000.0,195790000.0,,,9295500000.0,,,,,801320000.0,,,4446480000.0,3945440000.0,501040000.0,,2024-03-31,
128527540.0,128527540.0,12628340000.0,13861840000.0,14030950000.0,6807100000.0,13861840000.0,12628340000.0,14030950000.0,14030950000.0,14030950000.0,14030950000.0,13388310000.0,,,642640000.0,642640000.0,18330980000.0,9641710000.0,9590530000.0,9590530000.0,46090000.0,8689270000.0,589350000.0,,3037810000.0,3037810000.0,255550000.0,3870530000.0,,,9490000.0,3861040000.0,32361930000.0,16865560000.0,126920000.0,,,1213700000.0,1248920000.0,1248920000.0,,169110000.0,169110000.0,14021700000.0,,14021700000.0,14460000.0,14007240000.0,,,,,15496370000.0,514250000.0,,,,9230070000.0,,,,,1004830000.0,,,4747220000.0,3846050000.0,901170000.0,,2023-09-30,
128527540.0,128527540.0,12464480000.0,14218310000.0,14382100000.0,7910650000.0,14218310000.0,12464480000.0,14382100000.0,14382100000.0,14382100000.0,14382100000.0,13739460000.0,11739260000.0,501360000.0,642640000.0,642640000.0,18334500000.0,10110060000.0,10105340000.0,10105340000.0,,8224440000.0,631690000.0,9410000.0,2359140000.0,2359140000.0,75940000.0,5300150000.0,1175550000.0,31090000.0,9410000.0,4093510000.0,32716600000.0,16581510000.0,-20000.0,0.0,1447630000.0,1133310000.0,5000000.0,1220040000.0,5000000.0,163790000.0,163790000.0,13792380000.0,-4172680000.0,17965060000.0,16140000.0,10560270000.0,3445190000.0,3691130000.0,252330000.0,0.0,16135090000.0,13480000.0,,42930000.0,270060000.0,9045550000.0,8752140000.0,76800000.0,216610000.0,668450000.0,825540000.0,-113940000.0,939480000.0,5269080000.0,4523210000.0,745870000.0,745870000.0,2023-03-31,
