Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Land And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Capital Lease Obligations,Non Current Pension And Other Postretirement Benefit Plans,Long Term Capital Lease Obligation,Non Current Prepaid Assets,Trading Securities
3000.0,31187973.0,31190973.0,2654120000.0,3363170000.0,5368400000.0,8762030000.0,17284970000.0,5368400000.0,5398860000.0,8762030000.0,5398860000.0,5398860000.0,5086950000.0,,,311910000.0,311910000.0,15079670000.0,14223530000.0,82650000.0,3363170000.0,3363170000.0,19230000.0,856140000.0,,,,,,,856140000.0,793200000.0,55880000.0,7060000.0,20478530000.0,2337420000.0,56570000.0,90150000.0,1942090000.0,1942090000.0,,30460000.0,30460000.0,218150000.0,,218150000.0,,218150000.0,,,,18141110000.0,,,1756340000.0,10930000.0,290000.0,,,16373550000.0,15664500000.0,709050000.0,,2024-03-31,,,,,
,30750868.0,30750868.0,2314490000.0,2803049000.0,4970104000.0,7806402000.0,18218556000.0,4970104000.0,5003353000.0,7806402000.0,5003353000.0,5003353000.0,4695844000.0,,,307509000.0,307509000.0,15150344000.0,14496095000.0,77965000.0,2803049000.0,2803049000.0,16992000.0,654249000.0,,,,,,,654249000.0,609428000.0,35584000.0,9237000.0,20153697000.0,1280892000.0,48811000.0,75735000.0,1032631000.0,1032631000.0,,33249000.0,33249000.0,90466000.0,,90466000.0,,90466000.0,,,,18872805000.0,,,2484410000.0,11101000.0,0.0,,,16377294000.0,15888735000.0,488559000.0,,2023-09-30,,,,,
,30635568.0,30635568.0,1483530000.0,1692830000.0,4591050000.0,6325440000.0,3718020000.0,4591050000.0,4632610000.0,4632610000.0,4632610000.0,4632610000.0,71680000.0,79770000.0,4123370000.0,306360000.0,306360000.0,11783680000.0,6730000.0,80540000.0,1692834000.0,1692834000.0,15662000.0,11776950000.0,45860000.0,12770000.0,1692830000.0,1692830000.0,15660000.0,567720000.0,11720000.0,568289000.0,12773000.0,11720000.0,16416290000.0,921320000.0,66934000.0,70690000.0,135540000.0,57040000.0,78500000.0,41560000.0,41560000.0,113450000.0,-88760000.0,202210000.0,0.0,2030000.0,178870000.0,21310000.0,0.0,15494970000.0,12242790000.0,66930000.0,1726540000.0,278000.0,780000.0,0.0,780000.0,1457930000.0,1248630000.0,209300000.0,209300000.0,2023-03-31,,,,,
3000.0,31218138.0,31221138.0,1253224000.0,1687072000.0,5705890000.0,7445678000.0,16970824000.0,5705890000.0,5758606000.0,7445678000.0,5758606000.0,5758606000.0,5446395000.0,,,312211000.0,312211000.0,13846694000.0,12984212000.0,73553000.0,1687072000.0,1687072000.0,,862482000.0,,,,,,,862482000.0,794499000.0,56741000.0,11242000.0,19605300000.0,1771994000.0,85902000.0,81758000.0,1353782000.0,1353782000.0,,52716000.0,52716000.0,197836000.0,,197836000.0,,197836000.0,,,,17833306000.0,,,1843697000.0,9783000.0,367000.0,,,15979459000.0,15545611000.0,433848000.0,,2024-09-30 00:00:00,,18232000.0,,,
