Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,82100000.0,0.0,0.0,-128500000.0,1450600000.0,82100000.0,82100000.0,-174300000.0,174300000.0,-128500000.0,-128500000.0,14454300000.0,,,,,-128500000.0,-128500000.0,0.0,-128500000.0,-9400000.0,-119100000.0,-119100000.0,26900000.0,-92200000.0,28800000.0,0.0,-174300000.0,174300000.0,53300000.0,13003700000.0,13003700000.0,13057000000.0,1450600000.0,14507600000.0,14507600000.0,2024-03-31
11460000.0,0.3,30300000.0,38200000.0,38200000.0,-174100000.0,1592700000.0,68500000.0,68500000.0,-164200000.0,164200000.0,-200840000.0,-174100000.0,13964600000.0,71942149.0,71942149.0,-2.42,-2.42,-174100000.0,-174100000.0,0.0,-174100000.0,-3000000.0,-171100000.0,-171100000.0,68300000.0,-95700000.0,22600000.0,38200000.0,-164200000.0,164200000.0,7700000.0,12371900000.0,12371900000.0,12379600000.0,1592700000.0,13972300000.0,13972300000.0,2023-12-31
0.0,0.3,83600000.0,0.0,0.0,-159300000.0,1548600000.0,83600000.0,83600000.0,-165300000.0,165300000.0,-159300000.0,-159300000.0,13629800000.0,72081448.0,72081448.0,-2.21,-2.21,-159300000.0,-159300000.0,0.0,-159300000.0,-3200000.0,-156100000.0,-156100000.0,72900000.0,-81700000.0,65800000.0,0.0,-165300000.0,165300000.0,17800000.0,12081200000.0,12081200000.0,12099000000.0,1548600000.0,13647600000.0,13647600000.0,2023-09-30
0.0,0.3,183500000.0,0.0,0.0,-85500000.0,1540100000.0,183500000.0,183500000.0,-177800000.0,177800000.0,-85500000.0,-85500000.0,12810500000.0,71848739.0,71848739.0,-1.19,-1.19,-85500000.0,-85500000.0,0.0,-85500000.0,-900000.0,-84600000.0,-84600000.0,88700000.0,5700000.0,61800000.0,0.0,-177800000.0,177800000.0,121700000.0,11270400000.0,11270400000.0,11392100000.0,1540100000.0,12932200000.0,12932200000.0,2023-06-30
-4920000.0,0.3,139400000.0,-16400000.0,-16400000.0,-8200000.0,41791400000.0,123000000.0,123000000.0,-58200000.0,169300000.0,3280000.0,-8200000.0,12553300000.0,,,,,-8200000.0,-8200000.0,0.0,-8200000.0,2100000.0,-10300000.0,-10300000.0,-48300000.0,-46300000.0,-106900000.0,-26500000.0,-58200000.0,169300000.0,171800000.0,-29238100000.0,-33450900000.0,-29066300000.0,41791400000.0,12725100000.0,12725100000.0,2023-03-31
,,,,,,,,,,,,,,73157895.0,73157895.0,0.19,0.19,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,169900000.0,0.0,0.0,-93200000.0,1569100000.0,169900000.0,169900000.0,-194900000.0,194900000.0,-93200000.0,-93200000.0,14087000000.0,72248062.0,72248062.0,-1.29,-1.29,-93200000.0,-93200000.0,0.0,-93200000.0,-14800000.0,-78400000.0,-78400000.0,53400000.0,-25000000.0,56700000.0,0.0,-194900000.0,194900000.0,113200000.0,12517900000.0,12517900000.0,12631100000.0,1569100000.0,14200200000.0,14200200000.0,2024-06-30 00:00:00
