Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.25731,2530000000.0,1300000000.0,780000000.0,12310000000.0,2530000000.0,1750000000.0,-40000000.0,40000000.0,1300000000.0,1300000000.0,20430000000.0,,,,,1300000000.0,1300000000.0,0.0,1300000000.0,1300000000.0,,1300000000.0,440000000.0,1710000000.0,1080000000.0,-40000000.0,40000000.0,670000000.0,8120000000.0,5670000000.0,780000000.0,780000000.0,8790000000.0,12310000000.0,21100000000.0,21100000000.0,2024-03-31
0.0,0.221311,2050000000.0,970000000.0,760000000.0,12520000000.0,2050000000.0,1290000000.0,-70000000.0,70000000.0,970000000.0,970000000.0,20800000000.0,153968254.0,153968254.0,6.3,6.3,970000000.0,970000000.0,0.0,970000000.0,970000000.0,,970000000.0,270000000.0,1220000000.0,1210000000.0,-70000000.0,70000000.0,80000000.0,8280000000.0,5980000000.0,760000000.0,760000000.0,8360000000.0,12520000000.0,20880000000.0,20880000000.0,2023-12-31
0.0,0.264463,3210000000.0,1780000000.0,780000000.0,11450000000.0,3210000000.0,2430000000.0,-10000000.0,10000000.0,1780000000.0,1780000000.0,19890000000.0,155025554.0,155025554.0,11.74,11.74,1820000000.0,1820000000.0,0.0,1820000000.0,1820000000.0,40000000.0,1780000000.0,640000000.0,2420000000.0,1520000000.0,-10000000.0,10000000.0,910000000.0,8440000000.0,5960000000.0,780000000.0,780000000.0,9350000000.0,11450000000.0,20800000000.0,20800000000.0,2023-09-30
0.0,0.267241,1930000000.0,880000000.0,760000000.0,8760000000.0,1930000000.0,1170000000.0,-10000000.0,10000000.0,880000000.0,880000000.0,16230000000.0,154929577.0,154929577.0,5.68,5.68,880000000.0,880000000.0,0.0,880000000.0,880000000.0,,880000000.0,310000000.0,1160000000.0,880000000.0,-10000000.0,10000000.0,290000000.0,7470000000.0,5370000000.0,760000000.0,760000000.0,7760000000.0,8760000000.0,16520000000.0,16520000000.0,2023-06-30
0.0,0.198224,4897300000.0,3415400000.0,739400000.0,10427200000.0,4897300000.0,4157900000.0,2322100000.0,-7600000.0,3415400000.0,3415400000.0,18617700000.0,,,,,3355400000.0,3355400000.0,0.0,3355400000.0,3355400000.0,,3415400000.0,825700000.0,4165500000.0,-2059900000.0,2322100000.0,-7600000.0,3894600000.0,8190500000.0,5247300000.0,739400000.0,700500000.0,12085100000.0,10427200000.0,22512300000.0,22512300000.0,2023-03-31
,,,,,,,,,,,,,155016643.0,155016643.0,21.03,21.03,,,,,,20000000.0,,,,,,,,,,,,,,,,2022-12-31
0.0,0.267516,2520000000.0,1180000000.0,780000000.0,11720000000.0,2520000000.0,1740000000.0,-170000000.0,170000000.0,1180000000.0,1180000000.0,19460000000.0,146948941.0,146948941.0,8.03,8.03,1180000000.0,1180000000.0,0.0,1180000000.0,1180000000.0,,1180000000.0,420000000.0,1570000000.0,990000000.0,-170000000.0,170000000.0,750000000.0,7740000000.0,5470000000.0,780000000.0,780000000.0,8490000000.0,11720000000.0,20210000000.0,20210000000.0,2024-06-30 00:00:00
