Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,-750000.0,0.0,0.0,-1627000.0,0.0,0.0,-750000.0,-750000.0,-877000.0,877000.0,-1627000.0,-1627000.0,750000.0,32540000.0,32540000.0,-0.05,-0.05,-1627000.0,-1627000.0,0.0,-1627000.0,,-1627000.0,0.0,-1627000.0,0.0,-1627000.0,,0.0,-877000.0,877000.0,-750000.0,750000.0,716000.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31
0.0,0.0,-491000.0,0.0,0.0,-2195000.0,0.0,0.0,-491000.0,-491000.0,-1704000.0,1704000.0,-2195000.0,-2195000.0,656000.0,30430000.0,30430000.0,-0.07,-0.07,-2195000.0,-2195000.0,0.0,-2195000.0,,-2195000.0,0.0,-2195000.0,0.0,-2195000.0,165000.0,0.0,-1704000.0,1704000.0,-656000.0,656000.0,626000.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-30
0.0,0.0,-515000.0,0.0,0.0,-515000.0,0.0,0.0,-515000.0,-515000.0,0.0,0.0,-515000.0,-515000.0,515000.0,30430000.0,30430000.0,-0.004,-0.004,-515000.0,-515000.0,0.0,-515000.0,,-515000.0,0.0,-515000.0,0.0,-515000.0,,0.0,0.0,0.0,-515000.0,515000.0,515000.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-30
0.0,0.0,-499000.0,-6473000.0,-6473000.0,-8647000.0,0.0,1002000.0,-6972000.0,-6972000.0,-1711000.0,1675000.0,-2174000.0,-8647000.0,1471000.0,,,,,-8647000.0,-8647000.0,0.0,-8647000.0,,-8647000.0,0.0,-8647000.0,0.0,-8647000.0,-5000.0,-6473000.0,-1711000.0,1675000.0,-459000.0,469000.0,-1016000.0,0.0,0.0,10000.0,1002000.0,1012000.0,1012000.0,2023-03-31
0.0,0.0,-708000.0,0.0,0.0,-708000.0,0.0,0.0,-708000.0,-708000.0,0.0,0.0,-708000.0,-708000.0,726000.0,35400000.0,35400000.0,-0.02,-0.02,-708000.0,-708000.0,0.0,-708000.0,0.0,-708000.0,0.0,-708000.0,0.0,-708000.0,18000.0,0.0,0.0,0.0,-726000.0,726000.0,726000.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-31
0.0,0.0,-483000.0,,,-1314000.0,,60000.0,-483000.0,-483000.0,-834000.0,831000.0,-1314000.0,-1314000.0,126000.0,,,,,-1314000.0,-1314000.0,0.0,-1314000.0,,-1314000.0,,-1314000.0,0.0,-1314000.0,159000.0,,-834000.0,831000.0,-126000.0,66000.0,-1064000.0,,,-60000.0,60000.0,0.0,0.0,2024-03-31 00:00:00
