Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Fixed Assets Revaluation Reserve,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Trading Securities
320938407.0,320938407.0,102600000.0,18212600000.0,18272400000.0,4303100000.0,18212600000.0,102600000.0,18272400000.0,18272400000.0,18272400000.0,18272400000.0,15063000000.0,,3209400000.0,3209400000.0,22223400000.0,1284900000.0,1005800000.0,,,0.0,0.0,,0.0,,20938500000.0,6987300000.0,102600000.0,102600000.0,0.0,680800000.0,7705200000.0,,7705200000.0,40495800000.0,15254200000.0,30400000.0,,453000000.0,4341600000.0,4341600000.0,,,59800000.0,,10369400000.0,,10369400000.0,1295900000.0,9073500000.0,,,,,25241600000.0,2535100000.0,,,30100000.0,,1500000.0,225000000.0,12677900000.0,,,9772000000.0,7295500000.0,2476500000.0,,,2024-03-31,,,,
320938407.0,320938407.0,480400000.0,17184800000.0,17227800000.0,5322100000.0,17184800000.0,480400000.0,17227800000.0,17227800000.0,17227800000.0,17227800000.0,14018400000.0,,3209400000.0,3209400000.0,18272800000.0,1755600000.0,712000000.0,,,0.0,391300000.0,391300000.0,0.0,92200000.0,16517200000.0,4752000000.0,89100000.0,89100000.0,0.0,267200000.0,6890000000.0,,6890000000.0,35500600000.0,13661300000.0,48400000.0,,384300000.0,2776800000.0,2776800000.0,,,43000000.0,,10408800000.0,,10408800000.0,2169300000.0,8239500000.0,,,,,21839300000.0,2444300000.0,,,14200000.0,,7000000.0,74400000.0,12716300000.0,,,6583100000.0,5680600000.0,902500000.0,,,2023-09-30,,,,
320938407.0,320938407.0,417900000.0,16434100000.0,16488900000.0,5833700000.0,16434100000.0,417900000.0,16488900000.0,16488900000.0,16488900000.0,16488900000.0,13279400000.0,7224800000.0,3209400000.0,3209400000.0,16902500000.0,1778100000.0,-100000.0,400500000.0,805400000.0,0.0,362700000.0,362700000.0,0.0,86900000.0,15124400000.0,1060200000.0,55200000.0,55200000.0,,311500000.0,10437200000.0,1520200000.0,8917000000.0,33391400000.0,12433300000.0,3200000.0,74100000.0,312000000.0,2168100000.0,2168100000.0,0.0,0.0,54800000.0,54800000.0,9727600000.0,-14889400000.0,24617000000.0,1569300000.0,312300000.0,20130300000.0,2332700000.0,272400000.0,0.0,20958100000.0,863300000.0,20700000.0,586300000.0,9200000.0,9200000.0,2582000000.0,1540900000.0,10483400000.0,-751500000.0,11234900000.0,4872300000.0,2994400000.0,1877900000.0,1101400000.0,776500000.0,2023-03-31,,,,
