Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
135708333.0,135708333.0,3704090000.0,4551940000.0,5002170000.0,9308730000.0,4263430000.0,5002170000.0,586980000.0,5343770000.0,6263180000.0,5343770000.0,0.0,5343770000.0,,4299180000.0,1180000000.0,1180000000.0,9306020000.0,1497040000.0,2130000.0,,74990000.0,1376760000.0,457350000.0,919410000.0,7808980000.0,110520000.0,3175180000.0,129630000.0,3045550000.0,21620000.0,5980000.0,1636960000.0,148080000.0,1488880000.0,14649790000.0,2577380000.0,-10000.0,72870000.0,44840000.0,44840000.0,341600000.0,9620000.0,331980000.0,2115460000.0,-937110000.0,3052570000.0,35160000.0,63800000.0,301380000.0,2621370000.0,30860000.0,0.0,12072410000.0,7130000.0,427530000.0,1165940000.0,9588580000.0,9588580000.0,31500000.0,99780000.0,377070000.0,0.0,377070000.0,374880000.0,114010000.0,260870000.0,260870000.0,2024-03-31
135708333.0,135708333.0,3052950000.0,3798310000.0,3911040000.0,7554910000.0,3358080000.0,3911040000.0,501280000.0,4257880000.0,5196210000.0,4257880000.0,0.0,4257880000.0,628000000.0,3212030000.0,552000000.0,552000000.0,8392070000.0,1465060000.0,21180000.0,630000.0,73120000.0,1330510000.0,392180000.0,938330000.0,6927010000.0,0.0,2467800000.0,109100000.0,2358700000.0,21780000.0,106610000.0,1891610000.0,74980000.0,1816630000.0,12649950000.0,2364860000.0,-160000.0,75710000.0,11530000.0,11530000.0,346840000.0,9760000.0,337080000.0,1930940000.0,-897730000.0,2828670000.0,35160000.0,61700000.0,304060000.0,2396890000.0,30860000.0,0.0,10285090000.0,,477400000.0,1162120000.0,7751920000.0,7751920000.0,55370000.0,107880000.0,449880000.0,0.0,449880000.0,280520000.0,36440000.0,244080000.0,244080000.0,2023-09-30
