Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
15238326.0,15238326.0,446500000.0,2303900000.0,2454600000.0,1645300000.0,2303900000.0,446500000.0,2454600000.0,2454600000.0,2454600000.0,2454600000.0,2302200000.0,,,152400000.0,152400000.0,1221600000.0,356800000.0,,,264100000.0,264100000.0,92700000.0,864800000.0,74400000.0,,182400000.0,182400000.0,64300000.0,431400000.0,,,12700000.0,418700000.0,3676200000.0,1166100000.0,2600000.0,,80300000.0,146700000.0,146700000.0,150700000.0,150700000.0,631500000.0,,631500000.0,631500000.0,,,,2510100000.0,93300000.0,80100000.0,,,,657300000.0,,,1679400000.0,862200000.0,817200000.0,,2024-03-31,
15238326.0,15238326.0,521400000.0,2439000000.0,2594200000.0,1836800000.0,2439000000.0,521400000.0,2594200000.0,2594200000.0,2594200000.0,2594200000.0,2441800000.0,,,152400000.0,152400000.0,1129100000.0,413400000.0,,,328700000.0,328700000.0,84700000.0,715700000.0,69700000.0,,192700000.0,192700000.0,59700000.0,390000000.0,,,11900000.0,378100000.0,3723300000.0,1170800000.0,800000.0,,76400000.0,127700000.0,127700000.0,155200000.0,155200000.0,667900000.0,,667900000.0,667900000.0,,,,2552500000.0,74800000.0,,,,,669800000.0,,,1807900000.0,787700000.0,1020200000.0,,2023-09-30,
15238326.0,15238326.0,439400000.0,2125300000.0,2296900000.0,1635800000.0,2125300000.0,439400000.0,2296900000.0,2296900000.0,2296900000.0,2296900000.0,2144400000.0,891300000.0,1201900000.0,152400000.0,152400000.0,1038800000.0,327800000.0,-100000.0,77200000.0,250700000.0,250700000.0,77200000.0,711000000.0,49700000.0,18600000.0,188700000.0,188700000.0,53300000.0,448300000.0,65500000.0,1900000.0,18600000.0,380900000.0,3335700000.0,988900000.0,2300000.0,201500000.0,69700000.0,77500000.0,77500000.0,171600000.0,171600000.0,546100000.0,-288000000.0,834100000.0,85500000.0,293100000.0,455500000.0,0.0,2346800000.0,800000.0,,4700000.0,99600000.0,282200000.0,592400000.0,-24200000.0,616600000.0,1367100000.0,467800000.0,899300000.0,899300000.0,2023-03-31,
