Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
15300000.0,15300000.0,1879978000.0,1887469000.0,1918952000.0,3807710000.0,1019129000.0,1918952000.0,0.0,1920241000.0,2384325000.0,1920241000.0,1920241000.0,1767241000.0,,,153000000.0,153000000.0,2525658000.0,620758000.0,,133754000.0,464084000.0,0.0,464084000.0,22920000.0,1904900000.0,25956000.0,1423385000.0,1423385000.0,,8333000.0,407508000.0,,,5367000.0,402141000.0,4445899000.0,1521870000.0,1417000.0,,23405000.0,23405000.0,1289000.0,,1495759000.0,,1495759000.0,9775000.0,1485984000.0,,,,,2924029000.0,204728000.0,673000.0,,2133517000.0,,,,,299000.0,0.0,495802000.0,,,89010000.0,81519000.0,7491000.0,,2024-03-31
15300000.0,15300000.0,1827742000.0,1846498000.0,1921418000.0,3769205000.0,1022746000.0,1921418000.0,0.0,1922707000.0,2453254000.0,1922707000.0,1922707000.0,1769707000.0,,,153000000.0,153000000.0,2422553000.0,677848000.0,,123949000.0,530547000.0,0.0,530547000.0,23352000.0,1744705000.0,22963000.0,1315951000.0,1315951000.0,,6955000.0,372178000.0,,,4125000.0,368053000.0,4345260000.0,1577810000.0,595000.0,,23105000.0,23105000.0,1289000.0,,1552821000.0,,1552821000.0,9775000.0,1543046000.0,,,,,2767451000.0,188203000.0,350000.0,,1968073000.0,,,,,356000.0,0.0,543429000.0,,,67040000.0,48284000.0,18756000.0,,2023-09-30
15300000.0,15300000.0,2045991000.0,2050205000.0,1904406000.0,3956348000.0,1002634000.0,1904406000.0,,1906143000.0,2508221000.0,1906143000.0,1906143000.0,1753143000.0,1391183000.0,40720000.0,153000000.0,153000000.0,2597633000.0,738091000.0,23114000.0,112899000.0,602078000.0,,602078000.0,23114000.0,1859542000.0,15521000.0,1448127000.0,1448127000.0,7950000.0,6955000.0,380865000.0,22640000.0,1056000.0,0.0,357169000.0,4503776000.0,1641600000.0,-31000.0,20926000.0,9335000.0,9335000.0,1737000.0,1737000.0,1609633000.0,-1219009000.0,2828642000.0,9775000.0,1599827000.0,1694265000.0,975709000.0,148893000.0,0.0,2862176000.0,190894000.0,36589000.0,74977000.0,1993637000.0,7620000.0,1511019000.0,69509000.0,405489000.0,604000.0,116227000.0,615364000.0,0.0,615364000.0,24778000.0,20564000.0,4214000.0,4214000.0,2023-03-31
