Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
393889200.0,393889200.0,343460000.0,345869000.0,1437489000.0,1783392000.0,200921000.0,1437489000.0,1437523000.0,1698753000.0,1437523000.0,1437523000.0,1043634000.0,,,393889000.0,393889000.0,6986168000.0,356045000.0,,47344000.0,261230000.0,261230000.0,10474000.0,6630123000.0,6320379000.0,84639000.0,84639000.0,,15542000.0,202936000.0,,,,202936000.0,8423691000.0,1592647000.0,39581000.0,,1187507000.0,1187507000.0,,,,320438000.0,34000.0,,27235000.0,,,,,,,,,6831044000.0,4608863000.0,,,1438041000.0,,,,648017000.0,34000.0,80604000.0,,,55485000.0,53076000.0,2409000.0,,2024-03-31,
393889200.0,393889200.0,580671000.0,625510000.0,1353378000.0,1978954000.0,-69859000.0,1353378000.0,1353444000.0,1650052000.0,1353444000.0,1353444000.0,959555000.0,,,393889000.0,393889000.0,7452774000.0,389469000.0,,48093000.0,296608000.0,296608000.0,8024000.0,7063305000.0,6487073000.0,328902000.0,328902000.0,,14287000.0,225020000.0,,,,225020000.0,8806218000.0,1812772000.0,32525000.0,,1028716000.0,1028716000.0,,,,310166000.0,66000.0,,28494000.0,,28494000.0,,28494000.0,,,,,6993446000.0,5402878000.0,,,1129416000.0,,,,294451000.0,75000.0,65895000.0,,,100731000.0,55892000.0,44839000.0,,2023-09-30,
393889200.0,393889200.0,641228000.0,657789000.0,1326229000.0,1984122000.0,-24068000.0,1326229000.0,1326333000.0,1535920000.0,1326333000.0,1326333000.0,932444000.0,876596000.0,3371000.0,393889000.0,393889000.0,6854344000.0,284730000.0,7511000.0,44887000.0,209587000.0,209587000.0,7511000.0,6569614000.0,308472000.0,448202000.0,448202000.0,1540000.0,11208000.0,424718000.0,5105000.0,2998000.0,4759000.0,411856000.0,8180677000.0,1635131000.0,13714000.0,149277000.0,941080000.0,941080000.0,781677000.0,761636000.0,20041000.0,310090000.0,104000.0,104000.0,40331000.0,-48117000.0,88448000.0,11810000.0,434000.0,62263000.0,12868000.0,1073000.0,0.0,6545546000.0,5490187000.0,14862000.0,50368000.0,671404000.0,385146000.0,286258000.0,0.0,5522290000.0,73090000.0,196971000.0,-17790000.0,214761000.0,16561000.0,15585000.0,16561000.0,16561000.0,2023-03-31,
