Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Deferred Revenue,Dividends Payable,Goodwill And Other Intangible Assets
0.0,66387590.0,66387590.0,10408200000.0,10569500000.0,10114700000.0,20582800000.0,1995600000.0,10114700000.0,101400000.0,10114700000.0,11884200000.0,10114700000.0,10114700000.0,9450800000.0,,663900000.0,663900000.0,13013400000.0,2493400000.0,600000.0,,425000000.0,1835600000.0,66100000.0,1769500000.0,232200000.0,10520000000.0,190200000.0,8733900000.0,35300000.0,8698600000.0,,38100000.0,1372300000.0,,0.0,1372300000.0,23128100000.0,10612500000.0,96300000.0,,18200000.0,18200000.0,10494000000.0,,10494000000.0,129500000.0,10364500000.0,,,,,12515600000.0,412200000.0,,,10825500000.0,,,,,800000.0,55600000.0,875300000.0,,,346200000.0,286300000.0,59900000.0,,,2024-03-31,,,
,66387590.0,66387590.0,2191500000.0,2819600000.0,9845900000.0,12607500000.0,2417400000.0,9845900000.0,58000000.0,9845900000.0,11970300000.0,9845900000.0,9845900000.0,9182000000.0,,663900000.0,663900000.0,4069300000.0,2693500000.0,,,308700000.0,2152400000.0,28000000.0,2124400000.0,232400000.0,1375800000.0,84100000.0,667200000.0,30000000.0,637200000.0,,18500000.0,374300000.0,,,374300000.0,13915200000.0,10122000000.0,80900000.0,,33200000.0,33200000.0,10003900000.0,,10003900000.0,784500000.0,9219400000.0,,,,,3793200000.0,469400000.0,,,1574400000.0,,,,,800000.0,89400000.0,864300000.0,,,794900000.0,224800000.0,570100000.0,,,2023-09-30,,,
,66387590.0,66387590.0,6992600000.0,8103300000.0,9887300000.0,17920400000.0,2659100000.0,9887300000.0,70200000.0,9887300000.0,11574500000.0,9887300000.0,9887300000.0,9223400000.0,2131000000.0,663900000.0,663900000.0,10887300000.0,2297700000.0,600000.0,213300000.0,349000000.0,1734800000.0,47600000.0,1687200000.0,213300000.0,8589600000.0,10800000.0,6368500000.0,22600000.0,6345900000.0,35200000.0,35200000.0,2002600000.0,355000000.0,8700000.0,1638900000.0,20774600000.0,9525900000.0,5600000.0,60900000.0,22100000.0,22100000.0,9455000000.0,-4899100000.0,14354100000.0,361700000.0,96700000.0,11147600000.0,1231200000.0,1516900000.0,0.0,11248700000.0,61800000.0,34100000.0,290400000.0,8192800000.0,500000.0,7681200000.0,256900000.0,254200000.0,92400000.0,,1536700000.0,-8600000.0,1545300000.0,1040500000.0,970000000.0,1040500000.0,970000000.0,70500000.0,2023-03-31,,,
