Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-12618972.217429,0.256483,64753000000.0,-49200000.0,-49200000.0,43087100000.0,6439700000.0,47484700000.0,64703800000.0,58264100000.0,-314100000.0,314100000.0,43123681027.78257,43087100000.0,95065400000.0,,,,,43087100000.0,43087100000.0,0.0,43087100000.0,300000.0,43086800000.0,43086800000.0,14863200000.0,57950000000.0,5573100000.0,-49200000.0,49200000.0,-314100000.0,314100000.0,52622100000.0,47580700000.0,27234800000.0,6439700000.0,6439700000.0,100202800000.0,47484700000.0,147687500000.0,147687500000.0,2024-03-31
-202634.024493,0.253293,19020400000.0,-800000.0,-800000.0,12614000000.0,2121700000.0,27021500000.0,19019600000.0,16897900000.0,-3600000.0,3600000.0,12614597365.975508,12614000000.0,48380400000.0,668822906.0,668822906.0,18.86,18.86,12614000000.0,12614000000.0,0.0,12614000000.0,-1100000.0,12615100000.0,12615100000.0,4279200000.0,16894300000.0,4599800000.0,-800000.0,800000.0,-3600000.0,3600000.0,12232400000.0,21358900000.0,6232500000.0,2121700000.0,2121700000.0,33591300000.0,27021500000.0,60612800000.0,60612800000.0,2023-12-31
-17680783.810297,0.251147,20084300000.0,-70400000.0,-70400000.0,12367000000.0,3496500000.0,21281300000.0,20013900000.0,16517400000.0,-3200000.0,3200000.0,12419719216.189705,12367000000.0,44506700000.0,668848026.0,668848026.0,18.49,18.49,12367000000.0,12367000000.0,0.0,12367000000.0,300000.0,12366700000.0,12366700000.0,4147500000.0,16514200000.0,4693700000.0,-70400000.0,70400000.0,-3200000.0,3200000.0,11850300000.0,23225400000.0,7769800000.0,3496500000.0,3496500000.0,35075700000.0,21281300000.0,56357000000.0,56357000000.0,2023-09-30
-7346679.154844,0.252463,12933400000.0,-29100000.0,-29100000.0,8142400000.0,2013800000.0,9220600000.0,12904300000.0,10890500000.0,-200000.0,200000.0,8164153320.845156,8142400000.0,32369900000.0,668780287.0,668780287.0,12.175,12.175,8142400000.0,8142400000.0,0.0,8142400000.0,1500000.0,8140900000.0,8140900000.0,2749400000.0,10890300000.0,4099400000.0,-29100000.0,29100000.0,-200000.0,200000.0,6783600000.0,23149300000.0,7098600000.0,2013800000.0,2013800000.0,29932900000.0,9220600000.0,39153500000.0,39153500000.0,2023-06-30
-25221880.252913,0.004385,45297300000.0,-5751600000.0,-5751600000.0,28311800000.0,10556100000.0,45290200000.0,39545700000.0,28989600000.0,-553000000.0,553000000.0,34038178119.74709,28311800000.0,97293300000.0,,,,,28311800000.0,28311800000.0,0.0,28311800000.0,-100000.0,28311900000.0,28311900000.0,124700000.0,28436600000.0,7222300000.0,-5751600000.0,5751600000.0,-553000000.0,553000000.0,27653400000.0,52003100000.0,25296600000.0,10556100000.0,10556100000.0,79656500000.0,45290200000.0,124946700000.0,124946700000.0,2023-03-31
,,,,,,,,,,,,,,,668899826.0,668899826.0,17.27,17.27,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
-74043.391509,0.092554,15839400000.0,-800000.0,-800000.0,14371600000.0,,14070800000.0,15838600000.0,15838600000.0,-1400000.0,1400000.0,14372325956.608492,14371600000.0,35059400000.0,668757562.0,668757562.0,21.49,21.49,14371600000.0,14371600000.0,0.0,14371600000.0,200000.0,14371400000.0,14371400000.0,1465800000.0,15837200000.0,7363500000.0,-800000.0,800000.0,-1400000.0,1400000.0,8415600000.0,20988600000.0,8513000000.0,,,29404200000.0,14070800000.0,43475000000.0,43475000000.0,2024-06-30 00:00:00
