Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
23918354.0,23918354.0,401800000.0,3651700000.0,4053500000.0,2876400000.0,3651700000.0,,3651700000.0,3732900000.0,3651700000.0,3651700000.0,3412500000.0,,,239200000.0,239200000.0,1273600000.0,126200000.0,,,81200000.0,,81200000.0,44700000.0,1147400000.0,24800000.0,,320600000.0,,320600000.0,,28800000.0,704700000.0,,275100000.0,429600000.0,4925300000.0,901500000.0,34600000.0,,38300000.0,30800000.0,30800000.0,797800000.0,,797800000.0,91900000.0,705900000.0,,,,,4023800000.0,140500000.0,,552600000.0,,,,,,750500000.0,,,2580200000.0,415800000.0,2164400000.0,2164400000.0,2024-03-31
23918354.0,23918354.0,280600000.0,3168300000.0,3448900000.0,2113900000.0,3168300000.0,,3168300000.0,3172200000.0,3168300000.0,3168300000.0,2929100000.0,,,239200000.0,239200000.0,871500000.0,45200000.0,,,3900000.0,,3900000.0,40700000.0,826300000.0,18600000.0,,276700000.0,,276700000.0,,24900000.0,427300000.0,,188700000.0,238600000.0,4039800000.0,1099600000.0,5800000.0,,89900000.0,262200000.0,262200000.0,741700000.0,,741700000.0,42100000.0,699600000.0,,,,,2940200000.0,168600000.0,,564800000.0,,,,,,796100000.0,,,1410700000.0,362600000.0,1048100000.0,,2023-09-30
23918354.0,23918354.0,95800000.0,2786100000.0,2881900000.0,1978800000.0,2786100000.0,0.0,2786100000.0,2788700000.0,2786100000.0,2786100000.0,2546900000.0,760400000.0,225700000.0,239200000.0,239200000.0,669200000.0,40100000.0,37300000.0,200000.0,2600000.0,0.0,2600000.0,37300000.0,629100000.0,30500000.0,173500000.0,93200000.0,0.0,93200000.0,22800000.0,22800000.0,323200000.0,75000000.0,173500000.0,248200000.0,3455300000.0,847400000.0,11600000.0,40900000.0,51900000.0,20200000.0,20200000.0,734400000.0,-967900000.0,1702300000.0,58700000.0,207400000.0,1325700000.0,104400000.0,6100000.0,0.0,2607900000.0,153300000.0,153300000.0,491400000.0,2900000.0,202300000.0,17400000.0,268800000.0,500000.0,752400000.0,-28500000.0,780900000.0,1210300000.0,303400000.0,906900000.0,906900000.0,2023-03-31
