Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Current Deferred Taxes Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
197142600.0,197142600.0,3308749000.0,3458681000.0,6310625000.0,11598437000.0,324291000.0,6310625000.0,27587000.0,8167343000.0,10845382000.0,8167343000.0,8167343000.0,7773058000.0,,,394285000.0,394285000.0,7517108000.0,3258443000.0,,263805000.0,2692517000.0,14478000.0,2678039000.0,302121000.0,4258665000.0,507170000.0,766164000.0,13109000.0,753055000.0,,74014000.0,2487846000.0,,10425000.0,2477421000.0,15684451000.0,11101493000.0,153533000.0,,205020000.0,122949000.0,122949000.0,,,1856718000.0,37617000.0,1819101000.0,8707386000.0,,8707386000.0,642017000.0,8065369000.0,,,,,4582956000.0,417185000.0,,35030000.0,,,1767764000.0,,,,,26663000.0,5160000.0,2139720000.0,,,191434000.0,69089000.0,122345000.0,,2024-03-31
197142600.0,197142600.0,3847130000.0,3949590000.0,4931620000.0,10652990000.0,211910000.0,4931620000.0,81210000.0,6784610000.0,9122790000.0,6784610000.0,6784610000.0,,6366510000.0,22810000.0,394290000.0,394290000.0,7648750000.0,2909180000.0,273560000.0,274210000.0,2361410000.0,23230000.0,2338180000.0,,4739570000.0,,1588180000.0,57980000.0,1530200000.0,75020000.0,,2897350000.0,616480000.0,62930000.0,2217940000.0,14433360000.0,9481880000.0,20000.0,104620000.0,,0.0,,62360000.0,62360000.0,1852990000.0,33890000.0,1819100000.0,7378390000.0,-2975680000.0,10354070000.0,1925690000.0,1773450000.0,4555480000.0,1230210000.0,869240000.0,0.0,4951480000.0,1030000.0,0.0,,12980000.0,251190000.0,1883810000.0,49530000.0,745640000.0,485330000.0,603310000.0,26660000.0,93430000.0,2518330000.0,-3750000.0,2522080000.0,164050000.0,142800000.0,21250000.0,21250000.0,2023-06-30
197142600.0,197142600.0,3164870000.0,3278810000.0,4587310000.0,9617820000.0,281530000.0,4587310000.0,98700000.0,6437710000.0,8526180000.0,6437710000.0,6437710000.0,,6019610000.0,22810000.0,394290000.0,394290000.0,6374370000.0,2651110000.0,256510000.0,279610000.0,2114990000.0,26520000.0,2088470000.0,,3723260000.0,,1163820000.0,72180000.0,1091640000.0,72220000.0,,2354070000.0,627410000.0,28130000.0,1698530000.0,12812080000.0,8807290000.0,-10000.0,107090000.0,,0.0,,40410000.0,40410000.0,1850400000.0,31300000.0,1819100000.0,6722780000.0,-2852850000.0,9575630000.0,1315000000.0,1761150000.0,4400030000.0,1230210000.0,869240000.0,0.0,4004790000.0,770000.0,0.0,,7030000.0,190710000.0,1535760000.0,45160000.0,634570000.0,372110000.0,483920000.0,26660000.0,66430000.0,2104460000.0,-1600000.0,2106060000.0,72970000.0,57730000.0,15240000.0,15240000.0,2023-03-31
