Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
50984383.0,50984383.0,49959000.0,175503000.0,3031839000.0,3096339000.0,2394248000.0,3031839000.0,112269000.0,3033105000.0,3033105000.0,3033105000.0,3033105000.0,2778183000.0,,,254922000.0,254922000.0,601356000.0,128290000.0,,,15818000.0,88431000.0,88431000.0,11893000.0,473066000.0,18005000.0,87072000.0,23838000.0,63234000.0,,122833000.0,240594000.0,,,7368000.0,233226000.0,3634461000.0,767147000.0,23138000.0,,13395000.0,13395000.0,1266000.0,,729348000.0,,729348000.0,1105000.0,728243000.0,,,,,2867314000.0,340786000.0,,807599000.0,,,,1433596000.0,,,285333000.0,272058000.0,13275000.0,,,2024-03-31
50984383.0,50984383.0,184001000.0,296952000.0,2901714000.0,3093556000.0,2263555000.0,2901714000.0,106589000.0,2903193000.0,2903193000.0,2903193000.0,2903193000.0,2648271000.0,,,254922000.0,254922000.0,794779000.0,129822000.0,,,15831000.0,85970000.0,85970000.0,11933000.0,664957000.0,53602000.0,210982000.0,20619000.0,190363000.0,,202342000.0,195647000.0,,,6304000.0,189343000.0,3697972000.0,769460000.0,23823000.0,,13315000.0,13315000.0,1479000.0,,730843000.0,,730843000.0,188000.0,730655000.0,,,,,2928512000.0,370688000.0,,1024388000.0,,,,1517486000.0,,,15950000.0,9588000.0,6362000.0,,,2023-09-30
50984383.0,50984383.0,192016000.0,309955000.0,2761473000.0,2955152000.0,2149190000.0,2761473000.0,116562000.0,2761759000.0,2761759000.0,2761759000.0,2761759000.0,2506837000.0,2033457000.0,453449000.0,254922000.0,254922000.0,691300000.0,134891000.0,-100000.0,8429000.0,18715000.0,96289000.0,96289000.0,8429000.0,556409000.0,24167000.0,213666000.0,20273000.0,193393000.0,5917000.0,99699000.0,219668000.0,8356000.0,3019000.0,1032000.0,207261000.0,3453059000.0,747460000.0,-1000.0,91200000.0,13142000.0,13142000.0,286000.0,286000.0,640321000.0,-344064000.0,984385000.0,1078000.0,141524000.0,338124000.0,225043000.0,278616000.0,0.0,2705599000.0,490847000.0,497297000.0,845055000.0,322621000.0,522434000.0,1527000.0,1360343000.0,-62441000.0,1422784000.0,1377000.0,7977000.0,1377000.0,54000.0,1323000.0,2023-03-31
