Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.253508,432332000.0,219167000.0,46666000.0,7977675000.0,432332000.0,385666000.0,-92070000.0,92070000.0,219167000.0,219167000.0,8394675000.0,,,,,219167000.0,219167000.0,0.0,219167000.0,219167000.0,0.0,219167000.0,74429000.0,293596000.0,,-92070000.0,92070000.0,385666000.0,417000000.0,318462000.0,46666000.0,46666000.0,802666000.0,7977675000.0,8780341000.0,8780341000.0,2024-03-31
0.0,0.27684,386587000.0,180453000.0,44665000.0,7271303000.0,386587000.0,341922000.0,-92388000.0,92388000.0,180453000.0,180453000.0,7653156000.0,178666337.0,178666337.0,1.01,1.01,180453000.0,180453000.0,0.0,180453000.0,180453000.0,0.0,180453000.0,69081000.0,249534000.0,,-92388000.0,92388000.0,341922000.0,381853000.0,290917000.0,44665000.0,44665000.0,723775000.0,7271303000.0,7995078000.0,7995078000.0,2023-12-31
0.0,0.266897,351791000.0,163468000.0,42216000.0,7553957000.0,351791000.0,309575000.0,-86594000.0,86594000.0,163468000.0,163468000.0,7943265000.0,179635165.0,179635165.0,0.91,0.91,163468000.0,163468000.0,0.0,163468000.0,163468000.0,0.0,163468000.0,59513000.0,222981000.0,,-86594000.0,86594000.0,309575000.0,389308000.0,291521000.0,42216000.0,42216000.0,698883000.0,7553957000.0,8252840000.0,8252840000.0,2023-09-30
0.0,0.254498,362613000.0,165450000.0,40408000.0,7312502000.0,362613000.0,322205000.0,-100274000.0,100274000.0,165450000.0,165450000.0,7705158000.0,177903226.0,177903226.0,0.93,0.93,165450000.0,165450000.0,0.0,165450000.0,165450000.0,0.0,165450000.0,56481000.0,221931000.0,38711000.0,-100274000.0,100274000.0,283494000.0,392656000.0,254198000.0,40408000.0,40408000.0,676150000.0,7312502000.0,7988652000.0,7988652000.0,2023-06-30
0.0,0.286466,236474000.0,128673000.0,35336000.0,7532058000.0,236474000.0,201138000.0,-65002000.0,20806000.0,128673000.0,128673000.0,6257845000.0,,,,,128673000.0,128673000.0,0.0,128673000.0,128673000.0,,128673000.0,51659000.0,180332000.0,,-65002000.0,20806000.0,117227000.0,-1274213000.0,-206623000.0,35336000.0,35336000.0,-1156986000.0,7532058000.0,6375072000.0,6375072000.0,2023-03-31
,,,,,,,,,,,,,173967816.0,173967816.0,0.87,0.87,,,,,,0.0,,,,,,,,,,,,,,,,2022-12-31
0.0,0.254952,452379000.0,222341000.0,44983000.0,8684121000.0,452379000.0,407396000.0,-108971000.0,108971000.0,222341000.0,222341000.0,9144517000.0,179307258.0,179307258.0,1.24,1.24,222341000.0,222341000.0,0.0,222341000.0,222341000.0,0.0,222341000.0,76084000.0,298425000.0,30421000.0,-108971000.0,108971000.0,376975000.0,460396000.0,302442000.0,44983000.0,44983000.0,837371000.0,8684121000.0,9521492000.0,9521492000.0,2024-06-30 00:00:00
