Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14276602.0,14276602.0,158587000.0,201107000.0,3872093000.0,4054648000.0,87155000.0,3872093000.0,19107000.0,3872648000.0,4036498000.0,3872648000.0,,3872648000.0,3730382000.0,,,142266000.0,142266000.0,1130570000.0,211953000.0,10500000.0,,,178696000.0,14846000.0,163850000.0,15728000.0,918617000.0,113205000.0,,22411000.0,4261000.0,18150000.0,27636000.0,289829000.0,,,17211000.0,272618000.0,5003218000.0,3997437000.0,489615000.0,,260079000.0,34808000.0,34808000.0,555000.0,,3204796000.0,,3204796000.0,739187000.0,2465609000.0,,,,,1005772000.0,267493000.0,51570000.0,,,160146000.0,,,,,,212163000.0,,,314400000.0,290987000.0,23413000.0,,,2024-03-31
14206002.0,14206002.0,,206219000.0,3736381000.0,3921662000.0,695335000.0,3736381000.0,21219000.0,3736662000.0,3915662000.0,3736662000.0,,3736662000.0,3594602000.0,,,142060000.0,142060000.0,734901000.0,225957000.0,10500000.0,,,195989000.0,16989000.0,179000000.0,12130000.0,508944000.0,70902000.0,,10230000.0,4230000.0,6000000.0,29261000.0,332405000.0,,,26526000.0,305879000.0,4471563000.0,3267284000.0,406762000.0,,286948000.0,32949000.0,32949000.0,281000.0,,2516975000.0,,2516975000.0,579968000.0,1937007000.0,,,,,1204279000.0,63911000.0,51570000.0,,,218030000.0,,,,,,228000000.0,,,642768000.0,422177000.0,220591000.0,,,2023-09-30
14182002.0,14182002.0,,23568000.0,3613119000.0,3613607000.0,785254000.0,3613119000.0,23505000.0,3613544000.0,3613544000.0,3613544000.0,0.0,3613544000.0,13305000.0,-132062000.0,3588292000.0,141820000.0,141820000.0,507417000.0,48411000.0,,11752000.0,10500000.0,19108000.0,19108000.0,0.0,,459006000.0,32692000.0,26089000.0,4460000.0,4397000.0,63000.0,26867000.0,336281000.0,57911000.0,1477000.0,,276893000.0,4120961000.0,2876701000.0,,175732000.0,312329000.0,15665000.0,15665000.0,425000.0,425000.0,2371023000.0,-955009000.0,3326032000.0,453795000.0,15576000.0,2341335000.0,233699000.0,281627000.0,0.0,1244260000.0,,51570000.0,26860000.0,81708000.0,169399000.0,1781000.0,96195000.0,8731000.0,62692000.0,5237000.0,217321000.0,-22705000.0,240026000.0,692165000.0,682326000.0,9839000.0,4002000.0,5837000.0,2023-03-31
