Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,358862640.0,358862640.0,88475500000.0,93511600000.0,28027600000.0,127400200000.0,70710800000.0,28027600000.0,608700000.0,34497300000.0,127400200000.0,34497300000.0,0.0,34497300000.0,34138400000.0,,,358900000.0,358900000.0,116691200000.0,110934100000.0,625400000.0,1852600000.0,,732800000.0,93511600000.0,608700000.0,92902900000.0,172600000.0,5757100000.0,,,,,,5757100000.0,4088000000.0,62800000.0,1606300000.0,151188500000.0,74720600000.0,1446000000.0,44900000.0,0.0,63193800000.0,63193800000.0,,6469700000.0,2294200000.0,4175500000.0,3566200000.0,,3566200000.0,0.0,3566200000.0,,,,,76467900000.0,,,64636600000.0,2167900000.0,3281700000.0,,,6381700000.0,1954300000.0,4427400000.0,,,2024-03-31
,358041906.0,358041906.0,70625000000.0,78604100000.0,26362200000.0,110876500000.0,59326700000.0,26362200000.0,379600000.0,32652000000.0,110876500000.0,32694400000.0,42400000.0,32652000000.0,32294000000.0,,,358000000.0,358000000.0,92741800000.0,87711500000.0,479600000.0,1739600000.0,,441100000.0,78604100000.0,379600000.0,78224500000.0,145500000.0,5030300000.0,,,,,,5030300000.0,4303200000.0,136100000.0,591000000.0,125436200000.0,61079200000.0,1423200000.0,256700000.0,31800000.0,49850200000.0,49850200000.0,,6289800000.0,2114300000.0,4175500000.0,3227500000.0,,3227500000.0,0.0,3227500000.0,,,,,64357000000.0,,,49284500000.0,1666800000.0,3215100000.0,,,10190600000.0,2591100000.0,7599500000.0,,,2023-09-30
,356089556.0,356089556.0,61153300000.0,66612000000.0,25211100000.0,97467700000.0,-4287900000.0,25211100000.0,363800000.0,31219500000.0,55659300000.0,31264400000.0,44900000.0,31219500000.0,915700000.0,6967600000.0,19931100000.0,356100000.0,356100000.0,80656200000.0,27108800000.0,12100000.0,950100000.0,31800000.0,246000000.0,24683900000.0,244100000.0,24439800000.0,102500000.0,53547400000.0,261600000.0,41928100000.0,119700000.0,41808400000.0,70700000.0,5762400000.0,3892900000.0,513800000.0,1355700000.0,111920600000.0,62661100000.0,492700000.0,13500000.0,0.0,8573600000.0,780900000.0,7792700000.0,6008400000.0,1832900000.0,4175500000.0,3180700000.0,-826400000.0,4007100000.0,400000.0,61400000.0,1310700000.0,1146100000.0,1488500000.0,0.0,49259500000.0,802800000.0,8200000.0,7623700000.0,1557500000.0,3196000000.0,-15300000.0,3211300000.0,37628800000.0,32533900000.0,5094900000.0,0.0,5094900000.0,2023-03-31
